"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DK1","Generation - Solar  [MW] Intraday / BZN|DK1","Generation - Solar  [MW] Current / BZN|DK1","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore  [MW] Intraday / BZN|DK1","Generation - Wind Offshore  [MW] Current / BZN|DK1","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore  [MW] Intraday / BZN|DK1","Generation - Wind Onshore  [MW] Current / BZN|DK1"
"22.01.2020 01:00 - 22.01.2020 02:00","0","n/e","n/e","833","n/e","n/e","1840","n/e","n/e"
"22.01.2020 02:00 - 22.01.2020 03:00","0","n/e","n/e","896","n/e","n/e","1886","n/e","n/e"
"22.01.2020 03:00 - 22.01.2020 04:00","0","n/e","n/e","907","n/e","n/e","1825","n/e","n/e"
"22.01.2020 04:00 - 22.01.2020 05:00","0","n/e","n/e","1022","n/e","n/e","1941","n/e","n/e"
"22.01.2020 05:00 - 22.01.2020 06:00","0","n/e","n/e","1044","n/e","n/e","1869","n/e","n/e"
"22.01.2020 06:00 - 22.01.2020 07:00","0","n/e","n/e","1011","n/e","n/e","1930","n/e","n/e"
"22.01.2020 07:00 - 22.01.2020 08:00","0","n/e","n/e","998","n/e","n/e","2079","n/e","n/e"
"22.01.2020 08:00 - 22.01.2020 09:00","2","n/e","n/e","1028","n/e","n/e","1973","n/e","n/e"
"22.01.2020 09:00 - 22.01.2020 10:00","35","n/e","n/e","1026","n/e","n/e","2021","n/e","n/e"
"22.01.2020 10:00 - 22.01.2020 11:00","94","n/e","n/e","1024","n/e","n/e","1866","n/e","n/e"
"22.01.2020 11:00 - 22.01.2020 12:00","139","n/e","n/e","979","n/e","n/e","1718","n/e","n/e"
"22.01.2020 12:00 - 22.01.2020 13:00","154","n/e","n/e","888","n/e","n/e","1496","n/e","n/e"
"22.01.2020 13:00 - 22.01.2020 14:00","139","n/e","n/e","768","n/e","n/e","1236","n/e","n/e"
"22.01.2020 14:00 - 22.01.2020 15:00","98","n/e","n/e","640","n/e","n/e","933","n/e","n/e"
"22.01.2020 15:00 - 22.01.2020 16:00","40","n/e","n/e","536","n/e","n/e","660","n/e","n/e"
"22.01.2020 16:00 - 22.01.2020 17:00","3","n/e","n/e","442","n/e","n/e","496","n/e","n/e"
"22.01.2020 17:00 - 22.01.2020 18:00","0","n/e","n/e","345","n/e","n/e","378","n/e","n/e"
"22.01.2020 18:00 - 22.01.2020 19:00","0","n/e","n/e","254","n/e","n/e","287","n/e","n/e"
"22.01.2020 19:00 - 22.01.2020 20:00","0","n/e","n/e","196","n/e","n/e","230","n/e","n/e"
"22.01.2020 20:00 - 22.01.2020 21:00","0","n/e","n/e","168","n/e","n/e","204","n/e","n/e"
"22.01.2020 21:00 - 22.01.2020 22:00","0","n/e","n/e","150","n/e","n/e","216","n/e","n/e"
"22.01.2020 22:00 - 22.01.2020 23:00","0","n/e","n/e","147","n/e","n/e","250","n/e","n/e"
"22.01.2020 23:00 - 23.01.2020 00:00","0","n/e","n/e","161","n/e","n/e","313","n/e","n/e"
"23.01.2020 00:00 - 23.01.2020 01:00","0","n/e","n/e","185","n/e","n/e","642","n/e","n/e"
"23.01.2020 01:00 - 23.01.2020 02:00","0","n/e","n/e","219","n/e","n/e","707","n/e","n/e"
"23.01.2020 02:00 - 23.01.2020 03:00","0","n/e","n/e","229","n/e","n/e","814","n/e","n/e"
"23.01.2020 03:00 - 23.01.2020 04:00","0","n/e","n/e","333","n/e","n/e","867","n/e","n/e"
"23.01.2020 04:00 - 23.01.2020 05:00","0","n/e","n/e","448","n/e","n/e","933","n/e","n/e"
"23.01.2020 05:00 - 23.01.2020 06:00","0","n/e","n/e","564","n/e","n/e","920","n/e","n/e"
"23.01.2020 06:00 - 23.01.2020 07:00","0","n/e","n/e","730","n/e","n/e","943","n/e","n/e"
"23.01.2020 07:00 - 23.01.2020 08:00","0","n/e","n/e","719","n/e","n/e","991","n/e","n/e"
"23.01.2020 08:00 - 23.01.2020 09:00","1","n/e","n/e","721","n/e","n/e","992","n/e","n/e"
"23.01.2020 09:00 - 23.01.2020 10:00","16","n/e","n/e","773","n/e","n/e","1052","n/e","n/e"
"23.01.2020 10:00 - 23.01.2020 11:00","45","n/e","n/e","807","n/e","n/e","1120","n/e","n/e"
"23.01.2020 11:00 - 23.01.2020 12:00","67","n/e","n/e","829","n/e","n/e","1248","n/e","n/e"
"23.01.2020 12:00 - 23.01.2020 13:00","67","n/e","n/e","848","n/e","n/e","1357","n/e","n/e"
"23.01.2020 13:00 - 23.01.2020 14:00","52","n/e","n/e","870","n/e","n/e","1436","n/e","n/e"
"23.01.2020 14:00 - 23.01.2020 15:00","32","n/e","n/e","889","n/e","n/e","1521","n/e","n/e"
"23.01.2020 15:00 - 23.01.2020 16:00","18","n/e","n/e","898","n/e","n/e","1568","n/e","n/e"
"23.01.2020 16:00 - 23.01.2020 17:00","1","n/e","n/e","907","n/e","n/e","1609","n/e","n/e"
"23.01.2020 17:00 - 23.01.2020 18:00","0","n/e","n/e","901","n/e","n/e","1612","n/e","n/e"
"23.01.2020 18:00 - 23.01.2020 19:00","0","n/e","n/e","911","n/e","n/e","1635","n/e","n/e"
"23.01.2020 19:00 - 23.01.2020 20:00","0","n/e","n/e","921","n/e","n/e","1652","n/e","n/e"
"23.01.2020 20:00 - 23.01.2020 21:00","0","n/e","n/e","924","n/e","n/e","1731","n/e","n/e"
"23.01.2020 21:00 - 23.01.2020 22:00","0","n/e","n/e","920","n/e","n/e","1706","n/e","n/e"
"23.01.2020 22:00 - 23.01.2020 23:00","0","n/e","n/e","907","n/e","n/e","1617","n/e","n/e"
"23.01.2020 23:00 - 24.01.2020 00:00","0","n/e","n/e","879","n/e","n/e","1558","n/e","n/e"
"24.01.2020 00:00 - 24.01.2020 01:00","0","n/e","n/e","958","n/e","n/e","1515","n/e","n/e"
"24.01.2020 01:00 - 24.01.2020 02:00","0","n/e","n/e","795","n/e","n/e","1430","n/e","n/e"
"24.01.2020 02:00 - 24.01.2020 03:00","0","n/e","n/e","792","n/e","n/e","1479","n/e","n/e"
"24.01.2020 03:00 - 24.01.2020 04:00","0","n/e","n/e","767","n/e","n/e","1463","n/e","n/e"
"24.01.2020 04:00 - 24.01.2020 05:00","0","n/e","n/e","827","n/e","n/e","1387","n/e","n/e"
"24.01.2020 05:00 - 24.01.2020 06:00","0","n/e","n/e","853","n/e","n/e","1371","n/e","n/e"
"24.01.2020 06:00 - 24.01.2020 07:00","0","n/e","n/e","816","n/e","n/e","1328","n/e","n/e"
"24.01.2020 07:00 - 24.01.2020 08:00","0","n/e","n/e","825","n/e","n/e","1345","n/e","n/e"
"24.01.2020 08:00 - 24.01.2020 09:00","0","n/e","n/e","849","n/e","n/e","1325","n/e","n/e"
"24.01.2020 09:00 - 24.01.2020 10:00","7","n/e","n/e","929","n/e","n/e","1346","n/e","n/e"
"24.01.2020 10:00 - 24.01.2020 11:00","23","n/e","n/e","948","n/e","n/e","1325","n/e","n/e"
"24.01.2020 11:00 - 24.01.2020 12:00","43","n/e","n/e","942","n/e","n/e","1308","n/e","n/e"
"24.01.2020 12:00 - 24.01.2020 13:00","60","n/e","n/e","913","n/e","n/e","1264","n/e","n/e"
"24.01.2020 13:00 - 24.01.2020 14:00","63","n/e","n/e","859","n/e","n/e","1223","n/e","n/e"
"24.01.2020 14:00 - 24.01.2020 15:00","48","n/e","n/e","776","n/e","n/e","1160","n/e","n/e"
"24.01.2020 15:00 - 24.01.2020 16:00","22","n/e","n/e","678","n/e","n/e","1074","n/e","n/e"
"24.01.2020 16:00 - 24.01.2020 17:00","2","n/e","n/e","584","n/e","n/e","1017","n/e","n/e"
"24.01.2020 17:00 - 24.01.2020 18:00","0","n/e","n/e","512","n/e","n/e","967","n/e","n/e"
"24.01.2020 18:00 - 24.01.2020 19:00","0","n/e","n/e","471","n/e","n/e","955","n/e","n/e"
"24.01.2020 19:00 - 24.01.2020 20:00","0","n/e","n/e","459","n/e","n/e","948","n/e","n/e"
"24.01.2020 20:00 - 24.01.2020 21:00","0","n/e","n/e","461","n/e","n/e","944","n/e","n/e"
"24.01.2020 21:00 - 24.01.2020 22:00","0","n/e","n/e","466","n/e","n/e","929","n/e","n/e"
"24.01.2020 22:00 - 24.01.2020 23:00","0","n/e","n/e","471","n/e","n/e","912","n/e","n/e"
"24.01.2020 23:00 - 25.01.2020 00:00","0","n/e","n/e","471","n/e","n/e","931","n/e","n/e"
"25.01.2020 00:00 - 25.01.2020 01:00","0","n/e","n/e","530","n/e","n/e","1075","n/e","n/e"
"25.01.2020 01:00 - 25.01.2020 02:00","0","n/e","n/e","513","n/e","n/e","1049","n/e","n/e"
"25.01.2020 02:00 - 25.01.2020 03:00","0","n/e","n/e","468","n/e","n/e","1045","n/e","n/e"
"25.01.2020 03:00 - 25.01.2020 04:00","0","n/e","n/e","459","n/e","n/e","963","n/e","n/e"
"25.01.2020 04:00 - 25.01.2020 05:00","0","n/e","n/e","478","n/e","n/e","902","n/e","n/e"
"25.01.2020 05:00 - 25.01.2020 06:00","0","n/e","n/e","434","n/e","n/e","804","n/e","n/e"
"25.01.2020 06:00 - 25.01.2020 07:00","0","n/e","n/e","395","n/e","n/e","673","n/e","n/e"
"25.01.2020 07:00 - 25.01.2020 08:00","0","n/e","n/e","515","n/e","n/e","587","n/e","n/e"
"25.01.2020 08:00 - 25.01.2020 09:00","2","n/e","n/e","540","n/e","n/e","524","n/e","n/e"
"25.01.2020 09:00 - 25.01.2020 10:00","21","n/e","n/e","530","n/e","n/e","494","n/e","n/e"
"25.01.2020 10:00 - 25.01.2020 11:00","54","n/e","n/e","499","n/e","n/e","490","n/e","n/e"
"25.01.2020 11:00 - 25.01.2020 12:00","84","n/e","n/e","525","n/e","n/e","550","n/e","n/e"
"25.01.2020 12:00 - 25.01.2020 13:00","79","n/e","n/e","533","n/e","n/e","625","n/e","n/e"
"25.01.2020 13:00 - 25.01.2020 14:00","50","n/e","n/e","532","n/e","n/e","693","n/e","n/e"
"25.01.2020 14:00 - 25.01.2020 15:00","24","n/e","n/e","558","n/e","n/e","772","n/e","n/e"
"25.01.2020 15:00 - 25.01.2020 16:00","8","n/e","n/e","602","n/e","n/e","849","n/e","n/e"
"25.01.2020 16:00 - 25.01.2020 17:00","1","n/e","n/e","655","n/e","n/e","930","n/e","n/e"
"25.01.2020 17:00 - 25.01.2020 18:00","0","n/e","n/e","686","n/e","n/e","974","n/e","n/e"
"25.01.2020 18:00 - 25.01.2020 19:00","0","n/e","n/e","725","n/e","n/e","1030","n/e","n/e"
"25.01.2020 19:00 - 25.01.2020 20:00","0","n/e","n/e","767","n/e","n/e","1064","n/e","n/e"
"25.01.2020 20:00 - 25.01.2020 21:00","0","n/e","n/e","804","n/e","n/e","1147","n/e","n/e"
"25.01.2020 21:00 - 25.01.2020 22:00","0","n/e","n/e","830","n/e","n/e","1187","n/e","n/e"
"25.01.2020 22:00 - 25.01.2020 23:00","0","n/e","n/e","848","n/e","n/e","1219","n/e","n/e"
"25.01.2020 23:00 - 26.01.2020 00:00","0","n/e","n/e","845","n/e","n/e","1251","n/e","n/e"
"26.01.2020 00:00 - 26.01.2020 01:00","0","n/e","n/e","807","n/e","n/e","1561","n/e","n/e"
"26.01.2020 01:00 - 26.01.2020 02:00","0","n/e","n/e","892","n/e","n/e","1507","n/e","n/e"
"26.01.2020 02:00 - 26.01.2020 03:00","0","n/e","n/e","582","n/e","n/e","1284","n/e","n/e"
"26.01.2020 03:00 - 26.01.2020 04:00","0","n/e","n/e","629","n/e","n/e","1184","n/e","n/e"
"26.01.2020 04:00 - 26.01.2020 05:00","0","n/e","n/e","698","n/e","n/e","1079","n/e","n/e"
"26.01.2020 05:00 - 26.01.2020 06:00","0","n/e","n/e","570","n/e","n/e","1018","n/e","n/e"
"26.01.2020 06:00 - 26.01.2020 07:00","0","n/e","n/e","458","n/e","n/e","927","n/e","n/e"
"26.01.2020 07:00 - 26.01.2020 08:00","0","n/e","n/e","526","n/e","n/e","811","n/e","n/e"
"26.01.2020 08:00 - 26.01.2020 09:00","1","n/e","n/e","587","n/e","n/e","783","n/e","n/e"
"26.01.2020 09:00 - 26.01.2020 10:00","14","n/e","n/e","616","n/e","n/e","829","n/e","n/e"
"26.01.2020 10:00 - 26.01.2020 11:00","36","n/e","n/e","710","n/e","n/e","930","n/e","n/e"
"26.01.2020 11:00 - 26.01.2020 12:00","53","n/e","n/e","901","n/e","n/e","1097","n/e","n/e"
"26.01.2020 12:00 - 26.01.2020 13:00","51","n/e","n/e","931","n/e","n/e","1211","n/e","n/e"
"26.01.2020 13:00 - 26.01.2020 14:00","41","n/e","n/e","946","n/e","n/e","1249","n/e","n/e"
"26.01.2020 14:00 - 26.01.2020 15:00","30","n/e","n/e","942","n/e","n/e","1271","n/e","n/e"
"26.01.2020 15:00 - 26.01.2020 16:00","12","n/e","n/e","942","n/e","n/e","1288","n/e","n/e"
"26.01.2020 16:00 - 26.01.2020 17:00","1","n/e","n/e","946","n/e","n/e","1329","n/e","n/e"
"26.01.2020 17:00 - 26.01.2020 18:00","0","n/e","n/e","955","n/e","n/e","1363","n/e","n/e"
"26.01.2020 18:00 - 26.01.2020 19:00","0","n/e","n/e","971","n/e","n/e","1412","n/e","n/e"
"26.01.2020 19:00 - 26.01.2020 20:00","0","n/e","n/e","977","n/e","n/e","1400","n/e","n/e"
"26.01.2020 20:00 - 26.01.2020 21:00","0","n/e","n/e","974","n/e","n/e","1414","n/e","n/e"
"26.01.2020 21:00 - 26.01.2020 22:00","0","n/e","n/e","965","n/e","n/e","1358","n/e","n/e"
"26.01.2020 22:00 - 26.01.2020 23:00","0","n/e","n/e","945","n/e","n/e","1315","n/e","n/e"
"26.01.2020 23:00 - 27.01.2020 00:00","0","n/e","n/e","938","n/e","n/e","1323","n/e","n/e"
"27.01.2020 00:00 - 27.01.2020 01:00","0","n/e","n/e","926","n/e","n/e","1132","n/e","n/e"
"27.01.2020 01:00 - 27.01.2020 02:00","0","n/e","n/e","903","n/e","n/e","1173","n/e","n/e"
"27.01.2020 02:00 - 27.01.2020 03:00","0","n/e","n/e","900","n/e","n/e","1310","n/e","n/e"
"27.01.2020 03:00 - 27.01.2020 04:00","0","n/e","n/e","1033","n/e","n/e","1366","n/e","n/e"
"27.01.2020 04:00 - 27.01.2020 05:00","0","n/e","n/e","1011","n/e","n/e","1502","n/e","n/e"
"27.01.2020 05:00 - 27.01.2020 06:00","0","n/e","n/e","1077","n/e","n/e","1563","n/e","n/e"
"27.01.2020 06:00 - 27.01.2020 07:00","0","n/e","n/e","1097","n/e","n/e","1683","n/e","n/e"
"27.01.2020 07:00 - 27.01.2020 08:00","0","n/e","n/e","1114","n/e","n/e","1794","n/e","n/e"
"27.01.2020 08:00 - 27.01.2020 09:00","1","n/e","n/e","1068","n/e","n/e","1851","n/e","n/e"
"27.01.2020 09:00 - 27.01.2020 10:00","10","n/e","n/e","970","n/e","n/e","1761","n/e","n/e"
"27.01.2020 10:00 - 27.01.2020 11:00","26","n/e","n/e","939","n/e","n/e","1628","n/e","n/e"
"27.01.2020 11:00 - 27.01.2020 12:00","46","n/e","n/e","994","n/e","n/e","1505","n/e","n/e"
"27.01.2020 12:00 - 27.01.2020 13:00","60","n/e","n/e","1005","n/e","n/e","1381","n/e","n/e"
"27.01.2020 13:00 - 27.01.2020 14:00","55","n/e","n/e","976","n/e","n/e","1341","n/e","n/e"
"27.01.2020 14:00 - 27.01.2020 15:00","34","n/e","n/e","901","n/e","n/e","1335","n/e","n/e"
"27.01.2020 15:00 - 27.01.2020 16:00","15","n/e","n/e","823","n/e","n/e","1288","n/e","n/e"
"27.01.2020 16:00 - 27.01.2020 17:00","2","n/e","n/e","752","n/e","n/e","1204","n/e","n/e"
"27.01.2020 17:00 - 27.01.2020 18:00","0","n/e","n/e","689","n/e","n/e","1042","n/e","n/e"
"27.01.2020 18:00 - 27.01.2020 19:00","0","n/e","n/e","650","n/e","n/e","893","n/e","n/e"
"27.01.2020 19:00 - 27.01.2020 20:00","0","n/e","n/e","608","n/e","n/e","751","n/e","n/e"
"27.01.2020 20:00 - 27.01.2020 21:00","0","n/e","n/e","553","n/e","n/e","612","n/e","n/e"
"27.01.2020 21:00 - 27.01.2020 22:00","0","n/e","n/e","460","n/e","n/e","488","n/e","n/e"
"27.01.2020 22:00 - 27.01.2020 23:00","0","n/e","n/e","358","n/e","n/e","394","n/e","n/e"
"27.01.2020 23:00 - 28.01.2020 00:00","0","n/e","n/e","298","n/e","n/e","342","n/e","n/e"
"28.01.2020 00:00 - 28.01.2020 01:00","0","n/e","n/e","389","n/e","n/e","339","n/e","n/e"
"28.01.2020 01:00 - 28.01.2020 02:00","0","n/e","n/e","431","n/e","n/e","289","n/e","n/e"
"28.01.2020 02:00 - 28.01.2020 03:00","0","n/e","n/e","548","n/e","n/e","285","n/e","n/e"
"28.01.2020 03:00 - 28.01.2020 04:00","0","n/e","n/e","655","n/e","n/e","381","n/e","n/e"
"28.01.2020 04:00 - 28.01.2020 05:00","0","n/e","n/e","773","n/e","n/e","566","n/e","n/e"
"28.01.2020 05:00 - 28.01.2020 06:00","0","n/e","n/e","829","n/e","n/e","776","n/e","n/e"
"28.01.2020 06:00 - 28.01.2020 07:00","0","n/e","n/e","893","n/e","n/e","875","n/e","n/e"
"28.01.2020 07:00 - 28.01.2020 08:00","0","n/e","n/e","906","n/e","n/e","1184","n/e","n/e"
"28.01.2020 08:00 - 28.01.2020 09:00","1","n/e","n/e","841","n/e","n/e","1332","n/e","n/e"
"28.01.2020 09:00 - 28.01.2020 10:00","11","n/e","n/e","860","n/e","n/e","1366","n/e","n/e"
"28.01.2020 10:00 - 28.01.2020 11:00","32","n/e","n/e","890","n/e","n/e","1340","n/e","n/e"
"28.01.2020 11:00 - 28.01.2020 12:00","56","n/e","n/e","921","n/e","n/e","1309","n/e","n/e"
"28.01.2020 12:00 - 28.01.2020 13:00","56","n/e","n/e","924","n/e","n/e","1289","n/e","n/e"
"28.01.2020 13:00 - 28.01.2020 14:00","51","n/e","n/e","895","n/e","n/e","1241","n/e","n/e"
"28.01.2020 14:00 - 28.01.2020 15:00","43","n/e","n/e","857","n/e","n/e","1196","n/e","n/e"
"28.01.2020 15:00 - 28.01.2020 16:00","20","n/e","n/e","824","n/e","n/e","1142","n/e","n/e"
"28.01.2020 16:00 - 28.01.2020 17:00","2","n/e","n/e","813","n/e","n/e","1126","n/e","n/e"
"28.01.2020 17:00 - 28.01.2020 18:00","0","n/e","n/e","824","n/e","n/e","1064","n/e","n/e"
"28.01.2020 18:00 - 28.01.2020 19:00","0","n/e","n/e","855","n/e","n/e","1052","n/e","n/e"
"28.01.2020 19:00 - 28.01.2020 20:00","0","n/e","n/e","894","n/e","n/e","1066","n/e","n/e"
"28.01.2020 20:00 - 28.01.2020 21:00","0","n/e","n/e","921","n/e","n/e","1125","n/e","n/e"
"28.01.2020 21:00 - 28.01.2020 22:00","0","n/e","n/e","934","n/e","n/e","1195","n/e","n/e"
"28.01.2020 22:00 - 28.01.2020 23:00","0","n/e","n/e","931","n/e","n/e","1296","n/e","n/e"
"28.01.2020 23:00 - 29.01.2020 00:00","0","n/e","n/e","918","n/e","n/e","1508","n/e","n/e"
"29.01.2020 00:00 - 29.01.2020 01:00","0","n/e","n/e","1015","n/e","n/e","1707","n/e","n/e"
"29.01.2020 01:00 - 29.01.2020 02:00","0","n/e","n/e","1000","n/e","n/e","1741","n/e","n/e"
"29.01.2020 02:00 - 29.01.2020 03:00","0","n/e","n/e","974","n/e","n/e","1708","n/e","n/e"
"29.01.2020 03:00 - 29.01.2020 04:00","0","n/e","n/e","950","n/e","n/e","1656","n/e","n/e"
"29.01.2020 04:00 - 29.01.2020 05:00","0","n/e","n/e","962","n/e","n/e","1542","n/e","n/e"
"29.01.2020 05:00 - 29.01.2020 06:00","0","n/e","n/e","846","n/e","n/e","1350","n/e","n/e"
"29.01.2020 06:00 - 29.01.2020 07:00","0","n/e","n/e","806","n/e","n/e","1200","n/e","n/e"
"29.01.2020 07:00 - 29.01.2020 08:00","0","n/e","n/e","771","n/e","n/e","1142","n/e","n/e"
"29.01.2020 08:00 - 29.01.2020 09:00","4","n/e","n/e","761","n/e","n/e","1143","n/e","n/e"
"29.01.2020 09:00 - 29.01.2020 10:00","31","n/e","n/e","810","n/e","n/e","1225","n/e","n/e"
"29.01.2020 10:00 - 29.01.2020 11:00","82","n/e","n/e","839","n/e","n/e","1289","n/e","n/e"
"29.01.2020 11:00 - 29.01.2020 12:00","124","n/e","n/e","889","n/e","n/e","1392","n/e","n/e"
"29.01.2020 12:00 - 29.01.2020 13:00","138","n/e","n/e","942","n/e","n/e","1524","n/e","n/e"
"29.01.2020 13:00 - 29.01.2020 14:00","128","n/e","n/e","978","n/e","n/e","1650","n/e","n/e"
"29.01.2020 14:00 - 29.01.2020 15:00","93","n/e","n/e","996","n/e","n/e","1751","n/e","n/e"
"29.01.2020 15:00 - 29.01.2020 16:00","45","n/e","n/e","1005","n/e","n/e","1756","n/e","n/e"
"29.01.2020 16:00 - 29.01.2020 17:00","5","n/e","n/e","1020","n/e","n/e","1821","n/e","n/e"
"29.01.2020 17:00 - 29.01.2020 18:00","0","n/e","n/e","1024","n/e","n/e","1918","n/e","n/e"
"29.01.2020 18:00 - 29.01.2020 19:00","0","n/e","n/e","1023","n/e","n/e","2023","n/e","n/e"
"29.01.2020 19:00 - 29.01.2020 20:00","0","n/e","n/e","1036","n/e","n/e","2034","n/e","n/e"
"29.01.2020 20:00 - 29.01.2020 21:00","0","n/e","n/e","1056","n/e","n/e","2060","n/e","n/e"
"29.01.2020 21:00 - 29.01.2020 22:00","0","n/e","n/e","1063","n/e","n/e","1959","n/e","n/e"
"29.01.2020 22:00 - 29.01.2020 23:00","0","n/e","n/e","1051","n/e","n/e","1762","n/e","n/e"
"29.01.2020 23:00 - 30.01.2020 00:00","0","n/e","n/e","1005","n/e","n/e","1583","n/e","n/e"
"30.01.2020 00:00 - 30.01.2020 01:00","0","n/e","n/e","1060","n/e","n/e","1389","n/e","n/e"
"30.01.2020 01:00 - 30.01.2020 02:00","0","N/A","","997","N/A","","1210","N/A",""
"30.01.2020 02:00 - 30.01.2020 03:00","0","N/A","","942","N/A","","1349","N/A",""
"30.01.2020 03:00 - 30.01.2020 04:00","0","N/A","","1005","N/A","","1291","N/A",""
"30.01.2020 04:00 - 30.01.2020 05:00","0","N/A","","986","N/A","","1347","N/A",""
"30.01.2020 05:00 - 30.01.2020 06:00","0","N/A","","856","N/A","","1103","N/A",""
"30.01.2020 06:00 - 30.01.2020 07:00","0","N/A","","794","N/A","","1144","N/A",""
"30.01.2020 07:00 - 30.01.2020 08:00","0","N/A","","781","N/A","","1283","N/A",""
"30.01.2020 08:00 - 30.01.2020 09:00","3","N/A","","788","N/A","","986","N/A",""
"30.01.2020 09:00 - 30.01.2020 10:00","25","N/A","","770","N/A","","1155","N/A",""
"30.01.2020 10:00 - 30.01.2020 11:00","58","N/A","","756","N/A","","1047","N/A",""
"30.01.2020 11:00 - 30.01.2020 12:00","70","N/A","","743","N/A","","955","N/A",""
"30.01.2020 12:00 - 30.01.2020 13:00","64","N/A","","728","N/A","","913","N/A",""
"30.01.2020 13:00 - 30.01.2020 14:00","49","N/A","","711","N/A","","934","N/A",""
"30.01.2020 14:00 - 30.01.2020 15:00","25","N/A","","698","N/A","","1005","N/A",""
"30.01.2020 15:00 - 30.01.2020 16:00","11","N/A","","690","N/A","","1078","N/A",""
"30.01.2020 16:00 - 30.01.2020 17:00","1","N/A","","704","N/A","","1206","N/A",""
"30.01.2020 17:00 - 30.01.2020 18:00","0","N/A","","769","N/A","","1348","N/A",""
"30.01.2020 18:00 - 30.01.2020 19:00","0","N/A","","887","N/A","","1523","N/A",""
"30.01.2020 19:00 - 30.01.2020 20:00","0","N/A","","998","N/A","","1670","N/A",""
"30.01.2020 20:00 - 30.01.2020 21:00","0","N/A","","1053","N/A","","1970","N/A",""
"30.01.2020 21:00 - 30.01.2020 22:00","0","N/A","","1074","N/A","","2219","N/A",""
"30.01.2020 22:00 - 30.01.2020 23:00","0","N/A","","1083","N/A","","2312","N/A",""
"30.01.2020 23:00 - 31.01.2020 00:00","0","N/A","","1089","N/A","","2412","N/A",""
"31.01.2020 00:00 - 31.01.2020 01:00","0","N/A","","730","N/A","","2894","N/A",""
"31.01.2020 01:00 - 31.01.2020 02:00","0","N/A","","1035","N/A","","2892","N/A",""
"31.01.2020 02:00 - 31.01.2020 03:00","0","N/A","","838","N/A","","3006","N/A",""
"31.01.2020 03:00 - 31.01.2020 04:00","0","N/A","","882","N/A","","2922","N/A",""
"31.01.2020 04:00 - 31.01.2020 05:00","0","N/A","","1102","N/A","","2739","N/A",""
"31.01.2020 05:00 - 31.01.2020 06:00","0","N/A","","1104","N/A","","2492","N/A",""
"31.01.2020 06:00 - 31.01.2020 07:00","0","N/A","","1102","N/A","","2371","N/A",""
"31.01.2020 07:00 - 31.01.2020 08:00","0","N/A","","1054","N/A","","2416","N/A",""
"31.01.2020 08:00 - 31.01.2020 09:00","5","N/A","","974","N/A","","2156","N/A",""
"31.01.2020 09:00 - 31.01.2020 10:00","36","N/A","","988","N/A","","1888","N/A",""
"31.01.2020 10:00 - 31.01.2020 11:00","68","N/A","49","1034","N/A","776","1786","N/A","1879"
"31.01.2020 11:00 - 31.01.2020 12:00","67","N/A","43","1013","N/A","986","1732","N/A","1862"
"31.01.2020 12:00 - 31.01.2020 13:00","39","N/A","48","988","N/A","895","1593","N/A","1681"
"31.01.2020 13:00 - 31.01.2020 14:00","28","N/A","40","973","N/A","842","1420","N/A","1425"
"31.01.2020 14:00 - 31.01.2020 15:00","20","N/A","33","948","N/A","838","1323","N/A","1224"
"31.01.2020 15:00 - 31.01.2020 16:00","9","N/A","12","945","N/A","777","1301","N/A","1182"
"31.01.2020 16:00 - 31.01.2020 17:00","1","N/A","2","950","N/A","854","1369","N/A","1036"
"31.01.2020 17:00 - 31.01.2020 18:00","0","N/A","0","962","N/A","900","1424","N/A","1282"
"31.01.2020 18:00 - 31.01.2020 19:00","0","N/A","0","985","N/A","904","1541","N/A","1389"
"31.01.2020 19:00 - 31.01.2020 20:00","0","N/A","0","1017","N/A","948","1661","N/A","1299"
"31.01.2020 20:00 - 31.01.2020 21:00","0","N/A","0","1051","N/A","960","1790","N/A","1584"
"31.01.2020 21:00 - 31.01.2020 22:00","0","N/A","0","1078","N/A","970","1858","N/A","1373"
"31.01.2020 22:00 - 31.01.2020 23:00","0","N/A","0","1096","N/A","832","1879","N/A","1449"
"31.01.2020 23:00 - 01.02.2020 00:00","0","N/A","0","1107","N/A","957","2012","N/A","1655"
"01.02.2020 00:00 - 01.02.2020 01:00","0","N/A","0","1048","N/A","942","2212","N/A","2287"
"01.02.2020 01:00 - 01.02.2020 02:00","0","N/A","0","1037","N/A","1103","2242","N/A","2282"
"01.02.2020 02:00 - 01.02.2020 03:00","0","N/A","0","1051","N/A","1032","2349","N/A","2452"
"01.02.2020 03:00 - 01.02.2020 04:00","0","N/A","0","1046","N/A","429","2406","N/A","2539"
"01.02.2020 04:00 - 01.02.2020 05:00","0","N/A","0","1036","N/A","428","2510","N/A","2407"
"01.02.2020 05:00 - 01.02.2020 06:00","0","N/A","0","1061","N/A","479","2558","N/A","2446"
"01.02.2020 06:00 - 01.02.2020 07:00","0","N/A","0","1075","N/A","525","2518","N/A","2332"
"01.02.2020 07:00 - 01.02.2020 08:00","0","N/A","0","1096","N/A","934","2533","N/A","2648"
"01.02.2020 08:00 - 01.02.2020 09:00","2","2","2","1067","996","991","2482","2663","2663"
