"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DK1","Generation - Solar  [MW] Intraday / BZN|DK1","Generation - Solar  [MW] Current / BZN|DK1","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore  [MW] Intraday / BZN|DK1","Generation - Wind Offshore  [MW] Current / BZN|DK1","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore  [MW] Intraday / BZN|DK1","Generation - Wind Onshore  [MW] Current / BZN|DK1"
"15.08.2020 04:00 - 15.08.2020 05:00","0","N/A","0","143","N/A","144","157","N/A","87"
"15.08.2020 05:00 - 15.08.2020 06:00","1","N/A","1","132","N/A","132","132","N/A","51"
"15.08.2020 06:00 - 15.08.2020 07:00","33","N/A","33","112","N/A","133","106","N/A","44"
"15.08.2020 07:00 - 15.08.2020 08:00","111","N/A","72","85","N/A","128","82","N/A","30"
"15.08.2020 08:00 - 15.08.2020 09:00","214","124","124","67","85","85","75","22","22"
"15.08.2020 09:00 - 15.08.2020 10:00","322","254","237","42","69","66","69","33","13"
"15.08.2020 10:00 - 15.08.2020 11:00","417","365","389","29","63","46","62","44","21"
"15.08.2020 11:00 - 15.08.2020 12:00","476","427","532","42","67","59","64","58","26"
"15.08.2020 12:00 - 15.08.2020 13:00","507","465","601","51","74","53","79","74","36"
"15.08.2020 13:00 - 15.08.2020 14:00","505","477","589","61","76","73","95","88","41"
"15.08.2020 14:00 - 15.08.2020 15:00","469","465","570","105","125","120","106","104","36"
"15.08.2020 15:00 - 15.08.2020 16:00","423","437","537","129","168","107","127","125","67"
"15.08.2020 16:00 - 15.08.2020 17:00","340","357","450","144","209","109","146","144","90"
"15.08.2020 17:00 - 15.08.2020 18:00","232","249","334","168","204","169","155","167","104"
"15.08.2020 18:00 - 15.08.2020 19:00","124","133","201","205","228","188","163","173","124"
"15.08.2020 19:00 - 15.08.2020 20:00","41","44","80","225","217","201","150","164","118"
"15.08.2020 20:00 - 15.08.2020 21:00","6","6","17","227","206","185","124","147","87"
"15.08.2020 21:00 - 15.08.2020 22:00","0","0","2","182","195","145","103","120","94"
"15.08.2020 22:00 - 15.08.2020 23:00","0","0","0","158","179","162","89","96","110"
"15.08.2020 23:00 - 16.08.2020 00:00","0","0","0","121","172","124","77","82","97"
"16.08.2020 00:00 - 16.08.2020 01:00","0","N/A","0","132","N/A","108","92","N/A","72"
"16.08.2020 01:00 - 16.08.2020 02:00","0","N/A","0","94","N/A","72","89","N/A","67"
"16.08.2020 02:00 - 16.08.2020 03:00","0","N/A","0","77","N/A","78","90","N/A","74"
"16.08.2020 03:00 - 16.08.2020 04:00","0","N/A","0","85","N/A","96","97","N/A","77"
"16.08.2020 04:00 - 16.08.2020 05:00","0","N/A","0","80","N/A","73","98","N/A","66"
"16.08.2020 05:00 - 16.08.2020 06:00","1","N/A","1","73","N/A","69","98","N/A","89"
"16.08.2020 06:00 - 16.08.2020 07:00","31","N/A","31","68","N/A","57","107","N/A","115"
"16.08.2020 07:00 - 16.08.2020 08:00","112","N/A","85","67","N/A","46","106","N/A","138"
"16.08.2020 08:00 - 16.08.2020 09:00","218","153","153","65","43","42","108","106","106"
"16.08.2020 09:00 - 16.08.2020 10:00","325","282","296","75","48","45","110","120","69"
"16.08.2020 10:00 - 16.08.2020 11:00","420","393","436","69","31","25","114","125","51"
"16.08.2020 11:00 - 16.08.2020 12:00","482","462","522","62","20","29","133","143","83"
"16.08.2020 12:00 - 16.08.2020 13:00","513","498","575","68","17","42","166","183","149"
"16.08.2020 13:00 - 16.08.2020 14:00","510","507","572","69","20","8","188","213","138"
"16.08.2020 14:00 - 16.08.2020 15:00","475","488","557","70","26","2","193","229","171"
"16.08.2020 15:00 - 16.08.2020 16:00","420","442","477","75","25","7","205","242","160"
"16.08.2020 16:00 - 16.08.2020 17:00","330","357","421","85","37","2","215","255","202"
"16.08.2020 17:00 - 16.08.2020 18:00","224","245","304","78","39","23","221","269","244"
"16.08.2020 18:00 - 16.08.2020 19:00","118","130","177","75","65","33","234","275","294"
"16.08.2020 19:00 - 16.08.2020 20:00","39","42","69","61","136","59","250","281","260"
"16.08.2020 20:00 - 16.08.2020 21:00","5","5","14","72","206","97","283","331","300"
"16.08.2020 21:00 - 16.08.2020 22:00","0","0","1","150","257","150","340","381","465"
"16.08.2020 22:00 - 16.08.2020 23:00","0","0","0","241","379","219","394","388","553"
"16.08.2020 23:00 - 17.08.2020 00:00","0","0","0","349","442","338","430","421","534"
"17.08.2020 00:00 - 17.08.2020 01:00","0","N/A","0","354","N/A","313","486","N/A","556"
"17.08.2020 01:00 - 17.08.2020 02:00","0","N/A","0","374","N/A","443","523","N/A","603"
"17.08.2020 02:00 - 17.08.2020 03:00","0","N/A","0","380","N/A","384","528","N/A","560"
"17.08.2020 03:00 - 17.08.2020 04:00","0","N/A","0","328","N/A","303","524","N/A","549"
"17.08.2020 04:00 - 17.08.2020 05:00","0","N/A","0","304","N/A","295","486","N/A","515"
"17.08.2020 05:00 - 17.08.2020 06:00","1","N/A","1","395","N/A","254","422","N/A","493"
"17.08.2020 06:00 - 17.08.2020 07:00","28","N/A","27","418","N/A","331","405","N/A","522"
"17.08.2020 07:00 - 17.08.2020 08:00","104","N/A","80","407","N/A","306","380","N/A","494"
"17.08.2020 08:00 - 17.08.2020 09:00","210","155","155","438","280","281","353","382","382"
"17.08.2020 09:00 - 17.08.2020 10:00","320","278","289","426","230","201","353","365","224"
"17.08.2020 10:00 - 17.08.2020 11:00","415","376","427","376","176","194","372","373","163"
"17.08.2020 11:00 - 17.08.2020 12:00","481","442","527","275","117","162","451","407","233"
"17.08.2020 12:00 - 17.08.2020 13:00","512","482","563","226","85","106","623","524","464"
"17.08.2020 13:00 - 17.08.2020 14:00","508","488","568","172","57","74","709","606","546"
"17.08.2020 14:00 - 17.08.2020 15:00","473","462","533","96","47","24","694","632","601"
"17.08.2020 15:00 - 17.08.2020 16:00","419","421","508","52","39","17","632","608","664"
"17.08.2020 16:00 - 17.08.2020 17:00","334","341","438","39","51","21","580","563","711"
"17.08.2020 17:00 - 17.08.2020 18:00","226","235","294","32","59","21","535","558","645"
"17.08.2020 18:00 - 17.08.2020 19:00","118","128","180","28","43","19","483","490","589"
"17.08.2020 19:00 - 17.08.2020 20:00","39","41","72","37","29","56","395","413","287"
"17.08.2020 20:00 - 17.08.2020 21:00","5","5","15","42","63","66","394","443","332"
"17.08.2020 21:00 - 17.08.2020 22:00","0","0","1","62","134","52","456","572","529"
"17.08.2020 22:00 - 17.08.2020 23:00","0","0","0","106","183","45","521","595","640"
"17.08.2020 23:00 - 18.08.2020 00:00","0","0","0","148","145","112","541","599","669"
"18.08.2020 00:00 - 18.08.2020 01:00","0","N/A","0","194","N/A","39","679","N/A","610"
"18.08.2020 01:00 - 18.08.2020 02:00","0","N/A","0","240","N/A","110","644","N/A","530"
"18.08.2020 02:00 - 18.08.2020 03:00","0","N/A","0","241","N/A","91","566","N/A","450"
"18.08.2020 03:00 - 18.08.2020 04:00","0","N/A","0","149","N/A","59","516","N/A","404"
"18.08.2020 04:00 - 18.08.2020 05:00","0","N/A","0","173","N/A","60","452","N/A","283"
"18.08.2020 05:00 - 18.08.2020 06:00","0","N/A","0","223","N/A","99","356","N/A","209"
"18.08.2020 06:00 - 18.08.2020 07:00","19","N/A","22","264","N/A","155","276","N/A","217"
"18.08.2020 07:00 - 18.08.2020 08:00","68","N/A","67","247","N/A","114","205","N/A","222"
"18.08.2020 08:00 - 18.08.2020 09:00","140","103","103","263","85","87","195","193","148"
"18.08.2020 09:00 - 18.08.2020 10:00","192","174","153","314","101","102","230","207","640"
"18.08.2020 10:00 - 18.08.2020 11:00","207","231","213","291","91","30","244","209","109"
"18.08.2020 11:00 - 18.08.2020 12:00","211","239","337","201","65","31","248","217","78"
"18.08.2020 12:00 - 18.08.2020 13:00","218","245","336","158","72","56","310","235","106"
"18.08.2020 13:00 - 18.08.2020 14:00","239","251","281","118","68","54","318","257","185"
"18.08.2020 14:00 - 18.08.2020 15:00","250","239","256","112","51","34","302","274","192"
"18.08.2020 15:00 - 18.08.2020 16:00","253","217","269","121","42","31","290","278","159"
"18.08.2020 16:00 - 18.08.2020 17:00","214","180","204","91","34","75","268","266","112"
"18.08.2020 17:00 - 18.08.2020 18:00","145","136","120","93","37","51","251","258","155"
"18.08.2020 18:00 - 18.08.2020 19:00","77","76","99","120","34","77","250","232","71"
"18.08.2020 19:00 - 18.08.2020 20:00","28","28","40","104","41","82","217","175","63"
"18.08.2020 20:00 - 18.08.2020 21:00","4","3","7","86","46","61","168","120","58"
"18.08.2020 21:00 - 18.08.2020 22:00","0","0","0","79","50","41","125","87","59"
"18.08.2020 22:00 - 18.08.2020 23:00","0","0","0","85","53","35","113","82","63"
"18.08.2020 23:00 - 19.08.2020 00:00","0","0","0","109","63","30","111","77","44"
"19.08.2020 00:00 - 19.08.2020 01:00","0","N/A","0","51","N/A","21","39","N/A","46"
"19.08.2020 01:00 - 19.08.2020 02:00","0","N/A","0","58","N/A","8","46","N/A","43"
"19.08.2020 02:00 - 19.08.2020 03:00","0","N/A","0","39","N/A","21","60","N/A","32"
"19.08.2020 03:00 - 19.08.2020 04:00","0","N/A","0","48","N/A","34","65","N/A","28"
"19.08.2020 04:00 - 19.08.2020 05:00","0","N/A","0","53","N/A","27","60","N/A","28"
"19.08.2020 05:00 - 19.08.2020 06:00","0","N/A","0","81","N/A","18","51","N/A","28"
"19.08.2020 06:00 - 19.08.2020 07:00","20","N/A","17","65","N/A","1","43","N/A","20"
"19.08.2020 07:00 - 19.08.2020 08:00","83","N/A","68","36","N/A","4","40","N/A","15"
"19.08.2020 08:00 - 19.08.2020 09:00","174","146","146","30","11","8","45","29","29"
"19.08.2020 09:00 - 19.08.2020 10:00","284","259","272","24","20","15","63","70","34"
"19.08.2020 10:00 - 19.08.2020 11:00","359","347","363","26","22","16","86","109","34"
"19.08.2020 11:00 - 19.08.2020 12:00","382","370","355","46","28","29","113","138","49"
"19.08.2020 12:00 - 19.08.2020 13:00","415","408","475","74","45","70","141","156","71"
"19.08.2020 13:00 - 19.08.2020 14:00","405","415","522","80","66","67","169","173","103"
"19.08.2020 14:00 - 19.08.2020 15:00","384","399","411","70","67","44","174","192","102"
"19.08.2020 15:00 - 19.08.2020 16:00","363","361","422","61","65","61","165","203","98"
"19.08.2020 16:00 - 19.08.2020 17:00","277","291","372","67","92","48","148","195","71"
"19.08.2020 17:00 - 19.08.2020 18:00","189","189","273","74","101","40","130","171","86"
"19.08.2020 18:00 - 19.08.2020 19:00","95","96","148","88","104","61","105","126","47"
"19.08.2020 19:00 - 19.08.2020 20:00","30","29","57","91","92","86","66","62","23"
"19.08.2020 20:00 - 19.08.2020 21:00","3","3","11","88","94","75","38","33","33"
"19.08.2020 21:00 - 19.08.2020 22:00","0","0","1","84","104","75","37","33","24"
"19.08.2020 22:00 - 19.08.2020 23:00","0","0","0","96","128","48","52","53","34"
"19.08.2020 23:00 - 20.08.2020 00:00","0","0","0","137","164","71","76","90","58"
"20.08.2020 00:00 - 20.08.2020 01:00","0","N/A","0","173","N/A","142","141","N/A","101"
"20.08.2020 01:00 - 20.08.2020 02:00","0","N/A","0","225","N/A","229","203","N/A","156"
"20.08.2020 02:00 - 20.08.2020 03:00","0","N/A","0","357","N/A","363","263","N/A","270"
"20.08.2020 03:00 - 20.08.2020 04:00","0","N/A","0","432","N/A","385","349","N/A","416"
"20.08.2020 04:00 - 20.08.2020 05:00","0","N/A","0","468","N/A","520","416","N/A","473"
"20.08.2020 05:00 - 20.08.2020 06:00","0","N/A","0","501","N/A","388","454","N/A","541"
"20.08.2020 06:00 - 20.08.2020 07:00","10","N/A","9","546","N/A","289","493","N/A","522"
"20.08.2020 07:00 - 20.08.2020 08:00","37","N/A","22","582","N/A","411","476","N/A","494"
"20.08.2020 08:00 - 20.08.2020 09:00","63","36","36","648","600","628","490","444","444"
"20.08.2020 09:00 - 20.08.2020 10:00","84","63","68","677","701","439","542","531","425"
"20.08.2020 10:00 - 20.08.2020 11:00","93","68","54","735","769","587","574","631","366"
"20.08.2020 11:00 - 20.08.2020 12:00","78","62","70","742","765","636","610","687","358"
"20.08.2020 12:00 - 20.08.2020 13:00","76","69","94","796","804","658","778","866","498"
"20.08.2020 13:00 - 20.08.2020 14:00","68","67","110","825","812","398","868","941","492"
"20.08.2020 14:00 - 20.08.2020 15:00","48","48","98","820","776","436","904","950","580"
"20.08.2020 15:00 - 20.08.2020 16:00","57","64","101","773","697","488","912","945","597"
"20.08.2020 16:00 - 20.08.2020 17:00","72","87","104","752","600","556","912","904","537"
"20.08.2020 17:00 - 20.08.2020 18:00","73","94","80","652","512","397","844","814","448"
"20.08.2020 18:00 - 20.08.2020 19:00","57","75","76","565","436","407","737","674","400"
"20.08.2020 19:00 - 20.08.2020 20:00","24","28","40","463","400","221","580","479","285"
"20.08.2020 20:00 - 20.08.2020 21:00","2","3","7","444","347","169","457","358","204"
"20.08.2020 21:00 - 20.08.2020 22:00","0","0","0","373","261","96","366","285","183"
"20.08.2020 22:00 - 20.08.2020 23:00","0","0","0","278","201","108","335","232","216"
"20.08.2020 23:00 - 21.08.2020 00:00","0","0","0","281","200","143","329","211","216"
"21.08.2020 00:00 - 21.08.2020 01:00","0","N/A","0","200","N/A","152","143","N/A","223"
"21.08.2020 01:00 - 21.08.2020 02:00","0","N/A","0","346","N/A","263","195","N/A","242"
"21.08.2020 02:00 - 21.08.2020 03:00","0","N/A","0","456","N/A","354","286","N/A","327"
"21.08.2020 03:00 - 21.08.2020 04:00","0","N/A","0","479","N/A","467","441","N/A","352"
"21.08.2020 04:00 - 21.08.2020 05:00","0","N/A","0","507","N/A","545","623","N/A","330"
"21.08.2020 05:00 - 21.08.2020 06:00","0","N/A","0","548","N/A","674","757","N/A","507"
"21.08.2020 06:00 - 21.08.2020 07:00","7","N/A","6","671","N/A","821","938","N/A","1063"
"21.08.2020 07:00 - 21.08.2020 08:00","24","N/A","14","733","N/A","752","1092","N/A","1196"
"21.08.2020 08:00 - 21.08.2020 09:00","38","29","29","748","776","777","1305","1612","1612"
"21.08.2020 09:00 - 21.08.2020 10:00","61","58","62","853","865","910","1610","1934","2020"
"21.08.2020 10:00 - 21.08.2020 11:00","99","84","95","914","913","998","1666","2062","2135"
"21.08.2020 11:00 - 21.08.2020 12:00","208","131","127","875","904","1080","1644","2086","1888"
"21.08.2020 12:00 - 21.08.2020 13:00","335","262","267","929","963","1064","1936","2367","2126"
"21.08.2020 13:00 - 21.08.2020 14:00","389","376","429","934","961","1084","2023","2369","2017"
"21.08.2020 14:00 - 21.08.2020 15:00","380","372","516","918","952","1039","2011","2307","1804"
"21.08.2020 15:00 - 21.08.2020 16:00","326","294","381","924","931","1067","1903","2229","1912"
"21.08.2020 16:00 - 21.08.2020 17:00","263","207","307","1002","980","1085","1804","2153","1881"
"21.08.2020 17:00 - 21.08.2020 18:00","181","139","247","1012","985","962","1734","2010","2109"
"21.08.2020 18:00 - 21.08.2020 19:00","90","76","162","1014","1002","1051","1678","1839","2049"
"21.08.2020 19:00 - 21.08.2020 20:00","27","28","58","901","968","1046","1464","1525","1692"
"21.08.2020 20:00 - 21.08.2020 21:00","3","3","11","910","978","1019","1291","1339","1463"
"21.08.2020 21:00 - 21.08.2020 22:00","0","0","1","838","933","859","1175","1251","1365"
"21.08.2020 22:00 - 21.08.2020 23:00","0","0","0","833","902","866","1151","1220","1169"
"21.08.2020 23:00 - 22.08.2020 00:00","0","0","0","847","798","797","1136","1190","1072"
"22.08.2020 00:00 - 22.08.2020 01:00","0","N/A","0","780","N/A","826","1370","N/A","1055"
"22.08.2020 01:00 - 22.08.2020 02:00","0","N/A","0","869","N/A","830","1338","N/A","1094"
"22.08.2020 02:00 - 22.08.2020 03:00","0","N/A","0","919","N/A","873","1333","N/A","1161"
"22.08.2020 03:00 - 22.08.2020 04:00","0","N/A","0","955","N/A","970","1362","N/A","1289"
"22.08.2020 04:00 - 22.08.2020 05:00","0","N/A","0","928","N/A","925","1351","N/A","1294"
"22.08.2020 05:00 - 22.08.2020 06:00","0","N/A","0","876","N/A","1003","1287","N/A","1229"
"22.08.2020 06:00 - 22.08.2020 07:00","17","N/A","16","922","N/A","1037","1302","N/A","1338"
"22.08.2020 07:00 - 22.08.2020 08:00","75","N/A","57","932","N/A","991","1325","N/A","1340"
"22.08.2020 08:00 - 22.08.2020 09:00","142","116","116","982","990","986","1468","1545","1545"
"22.08.2020 09:00 - 22.08.2020 10:00","215","177","179","987","1022","1020","1707","1766","1680"
"22.08.2020 10:00 - 22.08.2020 11:00","282","263","289","971","1011","936","1804","1877","1744"
"22.08.2020 11:00 - 22.08.2020 12:00","334","305","298","924","968","1007","1841","1926","1278"
"22.08.2020 12:00 - 22.08.2020 13:00","349","318","416","958","986","1064","2124","2208","1516"
"22.08.2020 13:00 - 22.08.2020 14:00","350","329","447","946","938","1039","2146","2234","1284"
"22.08.2020 14:00 - 22.08.2020 15:00","316","310","435","897","901","1015","2115","2239","1432"
"22.08.2020 15:00 - 22.08.2020 16:00","242","272","452","872","875","1017","2077","2253","1416"
"22.08.2020 16:00 - 22.08.2020 17:00","179","218","298","966","962","1067","2031","2272","1593"
"22.08.2020 17:00 - 22.08.2020 18:00","122","156","258","962","954","1013","1929","2199","1542"
"22.08.2020 18:00 - 22.08.2020 19:00","62","76","133","977","923","965","1811","2037","1824"
"22.08.2020 19:00 - 22.08.2020 20:00","19","22","52","1024","915","856","1638","1749","1328"
"22.08.2020 20:00 - 22.08.2020 21:00","2","2","10","1036","993","954","1447","1505","1387"
"22.08.2020 21:00 - 22.08.2020 22:00","0","0","1","998","975","1032","1214","1226","1236"
"22.08.2020 22:00 - 22.08.2020 23:00","0","0","0","1025","1016","1060","1140","1102","1041"
"22.08.2020 23:00 - 23.08.2020 00:00","0","0","0","932","929","837","1090","1034","842"
"23.08.2020 00:00 - 23.08.2020 01:00","0","N/A","0","881","N/A","875","1102","N/A","923"
"23.08.2020 01:00 - 23.08.2020 02:00","0","N/A","0","881","N/A","845","1027","N/A","584"
"23.08.2020 02:00 - 23.08.2020 03:00","0","N/A","0","909","N/A","848","994","N/A","540"
"23.08.2020 03:00 - 23.08.2020 04:00","0","N/A","0","906","N/A","625","946","N/A","543"
"23.08.2020 04:00 - 23.08.2020 05:00","0","N/A","0","792","N/A","646","869","N/A","543"
"23.08.2020 05:00 - 23.08.2020 06:00","0","N/A","0","733","N/A","620","765","N/A","775"
"23.08.2020 06:00 - 23.08.2020 07:00","11","N/A","11","691","N/A","753","711","N/A","662"
"23.08.2020 07:00 - 23.08.2020 08:00","53","N/A","53","701","N/A","586","696","N/A","660"
"23.08.2020 08:00 - 23.08.2020 09:00","107","156","156","689","532","526","741","668","668"
"23.08.2020 09:00 - 23.08.2020 10:00","183","225","166","717","479","538","849","818","921"
"23.08.2020 10:00 - 23.08.2020 11:00","253","295","197","680","421","629","930","891","914"
"23.08.2020 11:00 - 23.08.2020 12:00","311","345","344","539","436","697","996","926","1022"
"23.08.2020 12:00 - 23.08.2020 13:00","355","369","384","532","515","598","1114","1071","1168"
"23.08.2020 13:00 - 23.08.2020 14:00","358","412","443","531","601","523","1227","987","945"
"23.08.2020 14:00 - 23.08.2020 15:00","340","400","468","554","492","137","1327","1080","1075"
"23.08.2020 15:00 - 23.08.2020 16:00","293","343","383","560","443","203","1460","1227","1343"
"23.08.2020 16:00 - 23.08.2020 17:00","248","258","371","633","520","425","1578","1403","1630"
"23.08.2020 17:00 - 23.08.2020 18:00","167","173","303","762","645","537","1541","1395","1638"
"23.08.2020 18:00 - 23.08.2020 19:00","83","83","197","859","739","857","1481","1409","1550"
"23.08.2020 19:00 - 23.08.2020 20:00","25","26","72","920","847","904","1366","1341","1430"
"23.08.2020 20:00 - 23.08.2020 21:00","2","2","14","962","887","1007","1257","1261","1283"
"23.08.2020 21:00 - 23.08.2020 22:00","0","0","1","945","870","1012","1178","1212","1215"
"23.08.2020 22:00 - 23.08.2020 23:00","0","0","0","982","907","984","1218","1268","1205"
"23.08.2020 23:00 - 24.08.2020 00:00","0","0","0","958","892","925","1265","1347","1168"
"24.08.2020 00:00 - 24.08.2020 01:00","0","N/A","0","813","N/A","851","1192","N/A","1090"
"24.08.2020 01:00 - 24.08.2020 02:00","0","N/A","0","752","N/A","812","1129","N/A","976"
"24.08.2020 02:00 - 24.08.2020 03:00","0","N/A","0","691","N/A","547","1051","N/A","823"
"24.08.2020 03:00 - 24.08.2020 04:00","0","N/A","0","639","N/A","496","961","N/A","752"
"24.08.2020 04:00 - 24.08.2020 05:00","0","N/A","0","526","N/A","413","819","N/A","645"
"24.08.2020 05:00 - 24.08.2020 06:00","0","N/A","0","441","N/A","366","636","N/A","535"
"24.08.2020 06:00 - 24.08.2020 07:00","13","N/A","12","389","N/A","256","501","N/A","452"
"24.08.2020 07:00 - 24.08.2020 08:00","62","N/A","51","388","N/A","289","427","N/A","312"
"24.08.2020 08:00 - 24.08.2020 09:00","135","104","104","347","328","328","416","273","273"
"24.08.2020 09:00 - 24.08.2020 10:00","219","192","260","336","291","280","449","350","226"
"24.08.2020 10:00 - 24.08.2020 11:00","298","272","370","318","247","216","422","405","267"
"24.08.2020 11:00 - 24.08.2020 12:00","346","359","382","245","228","101","416","425","249"
"24.08.2020 12:00 - 24.08.2020 13:00","399","382","349","255","193","76","446","442","268"
"24.08.2020 13:00 - 24.08.2020 14:00","404","355","405","220","152","80","470","486","276"
"24.08.2020 14:00 - 24.08.2020 15:00","364","346","424","176","141","128","529","567","331"
"24.08.2020 15:00 - 24.08.2020 16:00","320","298","338","174","158","131","586","662","366"
"24.08.2020 16:00 - 24.08.2020 17:00","257","225","283","207","222","94","607","696","440"
"24.08.2020 17:00 - 24.08.2020 18:00","182","162","273","185","265","95","645","721","474"
"24.08.2020 18:00 - 24.08.2020 19:00","93","85","184","212","281","136","644","714","510"
"24.08.2020 19:00 - 24.08.2020 20:00","27","27","67","309","335","163","570","639","431"
"24.08.2020 20:00 - 24.08.2020 21:00","2","2","13","307","344","186","468","558","343"
"24.08.2020 21:00 - 24.08.2020 22:00","0","0","1","281","311","211","409","478","338"
"24.08.2020 22:00 - 24.08.2020 23:00","0","0","0","297","307","274","412","461","460"
"24.08.2020 23:00 - 25.08.2020 00:00","0","0","0","282","304","251","412","476","486"
"25.08.2020 00:00 - 25.08.2020 01:00","0","N/A","0","335","N/A","299","431","N/A","471"
"25.08.2020 01:00 - 25.08.2020 02:00","0","N/A","0","351","N/A","295","445","N/A","490"
"25.08.2020 02:00 - 25.08.2020 03:00","0","N/A","0","426","N/A","397","452","N/A","483"
"25.08.2020 03:00 - 25.08.2020 04:00","0","N/A","0","490","N/A","339","452","N/A","502"
"25.08.2020 04:00 - 25.08.2020 05:00","0","N/A","0","475","N/A","376","420","N/A","460"
"25.08.2020 05:00 - 25.08.2020 06:00","0","N/A","0","390","N/A","328","352","N/A","360"
"25.08.2020 06:00 - 25.08.2020 07:00","17","N/A","16","297","N/A","267","283","N/A","283"
"25.08.2020 07:00 - 25.08.2020 08:00","85","N/A","65","261","N/A","247","230","N/A","219"
"25.08.2020 08:00 - 25.08.2020 09:00","180","157","157","239","206","186","217","206","206"
"25.08.2020 09:00 - 25.08.2020 10:00","284","273","284","220","209","136","237","256","172"
"25.08.2020 10:00 - 25.08.2020 11:00","362","368","396","185","173","167","234","263","168"
"25.08.2020 11:00 - 25.08.2020 12:00","405","436","500","105","148","99","227","250","170"
"25.08.2020 12:00 - 25.08.2020 13:00","436","461","569","101","141","147","199","243","96"
"25.08.2020 13:00 - 25.08.2020 14:00","427","448","509","122","201","231","198","265","107"
"25.08.2020 14:00 - 25.08.2020 15:00","373","393","395","228","340","368","224","322","139"
"25.08.2020 15:00 - 25.08.2020 16:00","321","330","383","382","498","505","249","398","223"
"25.08.2020 16:00 - 25.08.2020 17:00","236","245","234","521","656","740","270","462","289"
"25.08.2020 17:00 - 25.08.2020 18:00","133","138","126","608","685","775","322","554","382"
"25.08.2020 18:00 - 25.08.2020 19:00","56","58","52","665","704","784","447","713","571"
"25.08.2020 19:00 - 25.08.2020 20:00","15","16","14","706","696","841","622","894","816"
"25.08.2020 20:00 - 25.08.2020 21:00","1","1","1","751","743","895","885","1136","890"
"25.08.2020 21:00 - 25.08.2020 22:00","0","0","0","747","754","691","1167","1369","881"
"25.08.2020 22:00 - 25.08.2020 23:00","0","0","0","813","824","791","1437","1607","901"
"25.08.2020 23:00 - 26.08.2020 00:00","0","0","0","836","869","836","1663","1813","936"
"26.08.2020 00:00 - 26.08.2020 01:00","0","N/A","0","937","N/A","828","1967","N/A","1240"
"26.08.2020 01:00 - 26.08.2020 02:00","0","N/A","0","968","N/A","1015","1972","N/A","885"
"26.08.2020 02:00 - 26.08.2020 03:00","0","N/A","0","1029","N/A","653","1748","N/A","998"
"26.08.2020 03:00 - 26.08.2020 04:00","0","N/A","0","1010","N/A","475","1498","N/A","1471"
"26.08.2020 04:00 - 26.08.2020 05:00","0","N/A","0","882","N/A","391","1231","N/A","980"
"26.08.2020 05:00 - 26.08.2020 06:00","0","N/A","0","780","N/A","433","945","N/A","744"
"26.08.2020 06:00 - 26.08.2020 07:00","4","N/A","5","558","N/A","400","736","N/A","529"
"26.08.2020 07:00 - 26.08.2020 08:00","29","N/A","30","401","N/A","271","556","N/A","495"
"26.08.2020 08:00 - 26.08.2020 09:00","74","69","69","291","122","120","451","529","529"
"26.08.2020 09:00 - 26.08.2020 10:00","130","122","129","190","109","94","375","528","400"
"26.08.2020 10:00 - 26.08.2020 11:00","187","173","194","148","92","69","285","478","277"
"26.08.2020 11:00 - 26.08.2020 12:00","223","217","243","76","114","88","244","444","237"
"26.08.2020 12:00 - 26.08.2020 13:00","251","257","266","82","179","172","265","488","300"
"26.08.2020 13:00 - 26.08.2020 14:00","275","259","292","124","184","194","319","579","405"
"26.08.2020 14:00 - 26.08.2020 15:00","249","256","293","190","220","321","425","689","475"
"26.08.2020 15:00 - 26.08.2020 16:00","218","206","315","265","299","338","576","807","598"
"26.08.2020 16:00 - 26.08.2020 17:00","177","173","215","365","433","343","691","907","724"
"26.08.2020 17:00 - 26.08.2020 18:00","118","124","117","452","583","461","797","968","682"
"26.08.2020 18:00 - 26.08.2020 19:00","57","62","51","550","631","597","908","1012","848"
"26.08.2020 19:00 - 26.08.2020 20:00","15","18","9","651","691","756","939","959","670"
"26.08.2020 20:00 - 26.08.2020 21:00","1","1","0","760","743","765","941","947","654"
"26.08.2020 21:00 - 26.08.2020 22:00","0","0","0","710","731","717","945","1021","830"
"26.08.2020 22:00 - 26.08.2020 23:00","0","0","0","700","731","774","1099","1167","689"
"26.08.2020 23:00 - 27.08.2020 00:00","0","0","0","682","720","697","1291","1227","627"
"27.08.2020 00:00 - 27.08.2020 01:00","0","N/A","0","666","N/A","672","1221","N/A","741"
"27.08.2020 01:00 - 27.08.2020 02:00","0","N/A","0","648","N/A","673","1334","N/A","729"
"27.08.2020 02:00 - 27.08.2020 03:00","0","N/A","0","723","N/A","594","1311","N/A","1023"
"27.08.2020 03:00 - 27.08.2020 04:00","0","N/A","0","736","N/A","820","1192","N/A","943"
"27.08.2020 04:00 - 27.08.2020 05:00","0","N/A","0","739","N/A","671","1060","N/A","829"
"27.08.2020 05:00 - 27.08.2020 06:00","0","N/A","0","759","N/A","671","901","N/A","784"
"27.08.2020 06:00 - 27.08.2020 07:00","4","N/A","3","806","N/A","799","770","N/A","544"
"27.08.2020 07:00 - 27.08.2020 08:00","31","N/A","30","805","N/A","782","663","N/A","518"
"27.08.2020 08:00 - 27.08.2020 09:00","69","88","88","800","697","686","670","851","851"
