"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DK1","Generation - Solar  [MW] Intraday / BZN|DK1","Generation - Solar  [MW] Current / BZN|DK1","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore  [MW] Intraday / BZN|DK1","Generation - Wind Offshore  [MW] Current / BZN|DK1","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore  [MW] Intraday / BZN|DK1","Generation - Wind Onshore  [MW] Current / BZN|DK1"
"03.01.2021 22:00 - 03.01.2021 23:00","0","0","0","901","891","718","1062","1000","812"
"03.01.2021 23:00 - 04.01.2021 00:00","0","0","0","911","872","770","1039","977","832"
"04.01.2021 00:00 - 04.01.2021 01:00","0","N/A","0","872","N/A","755","1040","N/A","889"
"04.01.2021 01:00 - 04.01.2021 02:00","0","N/A","0","805","N/A","802","1042","N/A","817"
"04.01.2021 02:00 - 04.01.2021 03:00","0","N/A","0","793","N/A","906","1006","N/A","909"
"04.01.2021 03:00 - 04.01.2021 04:00","0","N/A","0","808","N/A","614","962","N/A","741"
"04.01.2021 04:00 - 04.01.2021 05:00","0","N/A","0","768","N/A","691","961","N/A","757"
"04.01.2021 05:00 - 04.01.2021 06:00","0","N/A","0","741","N/A","551","948","N/A","763"
"04.01.2021 06:00 - 04.01.2021 07:00","0","N/A","0","745","N/A","674","980","N/A","782"
"04.01.2021 07:00 - 04.01.2021 08:00","0","N/A","0","765","N/A","770","990","N/A","807"
"04.01.2021 08:00 - 04.01.2021 09:00","0","0","0","762","812","805","994","903","903"
"04.01.2021 09:00 - 04.01.2021 10:00","11","10","10","829","861","744","1007","1223","1054"
"04.01.2021 10:00 - 04.01.2021 11:00","37","33","24","841","908","912","1012","1217","1037"
"04.01.2021 11:00 - 04.01.2021 12:00","60","56","37","799","925","854","1011","1205","903"
"04.01.2021 12:00 - 04.01.2021 13:00","67","67","48","756","915","876","939","1137","926"
"04.01.2021 13:00 - 04.01.2021 14:00","58","58","33","746","865","932","933","1135","1010"
"04.01.2021 14:00 - 04.01.2021 15:00","38","35","16","750","822","982","913","1130","1117"
"04.01.2021 15:00 - 04.01.2021 16:00","10","9","5","804","842","994","905","1127","985"
"04.01.2021 16:00 - 04.01.2021 17:00","0","0","0","839","877","1011","981","1182","1109"
"04.01.2021 17:00 - 04.01.2021 18:00","0","0","0","869","931","1004","966","1158","1100"
"04.01.2021 18:00 - 04.01.2021 19:00","0","0","0","906","959","898","950","1110","1141"
"04.01.2021 19:00 - 04.01.2021 20:00","0","0","0","868","944","880","963","1066","1060"
"04.01.2021 20:00 - 04.01.2021 21:00","0","0","0","833","927","990","1001","1090","1033"
"04.01.2021 21:00 - 04.01.2021 22:00","0","0","0","844","931","954","1030","1090","1014"
"04.01.2021 22:00 - 04.01.2021 23:00","0","0","0","851","957","960","1015","1059","844"
"04.01.2021 23:00 - 05.01.2021 00:00","0","0","0","919","955","941","1006","1045","1000"
"05.01.2021 00:00 - 05.01.2021 01:00","0","N/A","0","953","N/A","979","1061","N/A","1239"
"05.01.2021 01:00 - 05.01.2021 02:00","0","N/A","0","963","N/A","970","1089","N/A","1253"
"05.01.2021 02:00 - 05.01.2021 03:00","0","N/A","0","973","N/A","1083","1085","N/A","1135"
"05.01.2021 03:00 - 05.01.2021 04:00","0","N/A","0","940","N/A","1049","1013","N/A","1032"
"05.01.2021 04:00 - 05.01.2021 05:00","0","N/A","0","941","N/A","1086","995","N/A","1077"
"05.01.2021 05:00 - 05.01.2021 06:00","0","N/A","0","919","N/A","994","1003","N/A","1032"
"05.01.2021 06:00 - 05.01.2021 07:00","0","N/A","0","906","N/A","1050","1033","N/A","1092"
"05.01.2021 07:00 - 05.01.2021 08:00","0","N/A","0","918","N/A","1062","1024","N/A","1123"
"05.01.2021 08:00 - 05.01.2021 09:00","0","0","0","926","1003","1001","1014","1098","1098"
"05.01.2021 09:00 - 05.01.2021 10:00","12","12","12","960","979","1015","976","1063","1071"
"05.01.2021 10:00 - 05.01.2021 11:00","43","41","27","965","982","1000","978","1051","1028"
"05.01.2021 11:00 - 05.01.2021 12:00","68","72","46","940","977","1013","1007","1068","1043"
"05.01.2021 12:00 - 05.01.2021 13:00","81","78","35","914","972","1012","985","1036","1060"
"05.01.2021 13:00 - 05.01.2021 14:00","71","64","38","910","938","1003","1000","1038","1095"
"05.01.2021 14:00 - 05.01.2021 15:00","38","39","24","900","913","964","1001","1032","1150"
"05.01.2021 15:00 - 05.01.2021 16:00","9","10","5","906","907","959","982","1022","1105"
"05.01.2021 16:00 - 05.01.2021 17:00","0","0","0","952","916","962","1051","1063","1142"
"05.01.2021 17:00 - 05.01.2021 18:00","0","0","0","919","895","999","1006","1005","1014"
"05.01.2021 18:00 - 05.01.2021 19:00","0","0","0","893","895","994","966","934","1001"
"05.01.2021 19:00 - 05.01.2021 20:00","0","0","0","887","874","864","975","906","1010"
"05.01.2021 20:00 - 05.01.2021 21:00","0","0","0","860","848","905","1017","940","1013"
"05.01.2021 21:00 - 05.01.2021 22:00","0","0","0","876","848","963","1031","944","1023"
"05.01.2021 22:00 - 05.01.2021 23:00","0","0","0","893","866","1021","1009","933","1068"
"05.01.2021 23:00 - 06.01.2021 00:00","0","0","0","910","835","1013","1029","939","1034"
"06.01.2021 00:00 - 06.01.2021 01:00","0","N/A","0","931","N/A","962","932","N/A","993"
"06.01.2021 01:00 - 06.01.2021 02:00","0","N/A","0","923","N/A","966","983","N/A","1087"
"06.01.2021 02:00 - 06.01.2021 03:00","0","N/A","0","933","N/A","952","1029","N/A","1086"
"06.01.2021 03:00 - 06.01.2021 04:00","0","N/A","0","942","N/A","950","1024","N/A","1027"
"06.01.2021 04:00 - 06.01.2021 05:00","0","N/A","0","924","N/A","890","1049","N/A","1016"
"06.01.2021 05:00 - 06.01.2021 06:00","0","N/A","0","874","N/A","874","1106","N/A","1087"
"06.01.2021 06:00 - 06.01.2021 07:00","0","N/A","0","882","N/A","1004","1214","N/A","1237"
"06.01.2021 07:00 - 06.01.2021 08:00","0","N/A","0","917","N/A","1019","1284","N/A","1389"
"06.01.2021 08:00 - 06.01.2021 09:00","0","0","0","934","1012","1019","1333","1417","1417"
"06.01.2021 09:00 - 06.01.2021 10:00","7","7","9","973","1009","989","1331","1415","1540"
"06.01.2021 10:00 - 06.01.2021 11:00","26","23","12","1005","1042","1045","1347","1410","1455"
"06.01.2021 11:00 - 06.01.2021 12:00","40","33","17","997","1042","1038","1400","1421","1543"
"06.01.2021 12:00 - 06.01.2021 13:00","41","36","20","996","1040","1067","1380","1379","1491"
"06.01.2021 13:00 - 06.01.2021 14:00","33","31","19","999","1017","993","1443","1405","1502"
"06.01.2021 14:00 - 06.01.2021 15:00","17","18","12","996","989","986","1505","1419","1460"
"06.01.2021 15:00 - 06.01.2021 16:00","4","4","2","1003","978","988","1550","1412","1415"
"06.01.2021 16:00 - 06.01.2021 17:00","0","0","0","1022","1015","1036","1641","1476","1510"
"06.01.2021 17:00 - 06.01.2021 18:00","0","0","0","1021","1008","982","1555","1388","1420"
"06.01.2021 18:00 - 06.01.2021 19:00","0","0","0","1013","962","968","1458","1242","1305"
"06.01.2021 19:00 - 06.01.2021 20:00","0","0","0","1000","936","914","1414","1202","1274"
"06.01.2021 20:00 - 06.01.2021 21:00","0","0","0","989","911","884","1392","1222","1242"
"06.01.2021 21:00 - 06.01.2021 22:00","0","0","0","972","891","845","1321","1160","1131"
"06.01.2021 22:00 - 06.01.2021 23:00","0","0","0","954","862","806","1208","1086","1048"
"06.01.2021 23:00 - 07.01.2021 00:00","0","0","0","935","816","752","1150","1024","1013"
"07.01.2021 00:00 - 07.01.2021 01:00","0","N/A","0","808","N/A","735","939","N/A","1018"
"07.01.2021 01:00 - 07.01.2021 02:00","0","N/A","0","765","N/A","741","943","N/A","994"
"07.01.2021 02:00 - 07.01.2021 03:00","0","N/A","0","752","N/A","720","895","N/A","915"
"07.01.2021 03:00 - 07.01.2021 04:00","0","N/A","0","747","N/A","646","848","N/A","876"
"07.01.2021 04:00 - 07.01.2021 05:00","0","N/A","0","738","N/A","678","838","N/A","928"
"07.01.2021 05:00 - 07.01.2021 06:00","0","N/A","0","726","N/A","656","825","N/A","874"
"07.01.2021 06:00 - 07.01.2021 07:00","0","N/A","0","708","N/A","692","836","N/A","801"
"07.01.2021 07:00 - 07.01.2021 08:00","0","N/A","0","702","N/A","695","821","N/A","717"
"07.01.2021 08:00 - 07.01.2021 09:00","0","0","0","693","658","659","779","617","617"
"07.01.2021 09:00 - 07.01.2021 10:00","7","7","8","713","655","650","721","588","625"
"07.01.2021 10:00 - 07.01.2021 11:00","22","23","14","703","695","629","683","563","584"
"07.01.2021 11:00 - 07.01.2021 12:00","36","39","19","611","658","559","664","539","521"
"07.01.2021 12:00 - 07.01.2021 13:00","40","46","20","550","579","481","602","480","457"
"07.01.2021 13:00 - 07.01.2021 14:00","37","40","20","529","512","397","584","468","445"
"07.01.2021 14:00 - 07.01.2021 15:00","25","26","14","506","451","376","560","435","464"
"07.01.2021 15:00 - 07.01.2021 16:00","7","7","4","495","425","388","539","397","447"
"07.01.2021 16:00 - 07.01.2021 17:00","0","0","0","528","417","371","549","423","504"
"07.01.2021 17:00 - 07.01.2021 18:00","0","0","0","530","465","396","515","413","476"
"07.01.2021 18:00 - 07.01.2021 19:00","0","0","0","560","508","401","489","398","450"
"07.01.2021 19:00 - 07.01.2021 20:00","0","0","0","558","496","395","483","408","423"
"07.01.2021 20:00 - 07.01.2021 21:00","0","0","0","493","405","328","491","420","379"
"07.01.2021 21:00 - 07.01.2021 22:00","0","0","0","460","347","301","488","402","338"
"07.01.2021 22:00 - 07.01.2021 23:00","0","0","0","419","369","254","473","387","317"
"07.01.2021 23:00 - 08.01.2021 00:00","0","0","0","378","361","252","477","388","308"
"08.01.2021 00:00 - 08.01.2021 01:00","0","N/A","0","321","N/A","278","346","N/A","351"
"08.01.2021 01:00 - 08.01.2021 02:00","0","N/A","0","363","N/A","205","372","N/A","348"
"08.01.2021 02:00 - 08.01.2021 03:00","0","N/A","0","380","N/A","268","369","N/A","327"
"08.01.2021 03:00 - 08.01.2021 04:00","0","N/A","0","396","N/A","271","356","N/A","352"
"08.01.2021 04:00 - 08.01.2021 05:00","0","N/A","0","385","N/A","303","364","N/A","386"
"08.01.2021 05:00 - 08.01.2021 06:00","0","N/A","0","310","N/A","358","398","N/A","418"
"08.01.2021 06:00 - 08.01.2021 07:00","0","N/A","0","310","N/A","293","437","N/A","449"
"08.01.2021 07:00 - 08.01.2021 08:00","0","N/A","0","331","N/A","302","448","N/A","484"
"08.01.2021 08:00 - 08.01.2021 09:00","0","0","0","372","341","336","459","591","591"
"08.01.2021 09:00 - 08.01.2021 10:00","14","14","14","377","355","352","455","574","617"
"08.01.2021 10:00 - 08.01.2021 11:00","44","42","26","393","365","378","453","569","577"
"08.01.2021 11:00 - 08.01.2021 12:00","67","63","29","397","394","412","452","559","579"
"08.01.2021 12:00 - 08.01.2021 13:00","73","72","38","372","421","405","424","517","514"
"08.01.2021 13:00 - 08.01.2021 14:00","61","62","37","372","400","392","431","503","461"
"08.01.2021 14:00 - 08.01.2021 15:00","37","35","20","374","350","395","431","491","426"
"08.01.2021 15:00 - 08.01.2021 16:00","10","9","6","386","378","417","427","486","403"
"08.01.2021 16:00 - 08.01.2021 17:00","0","0","0","416","441","380","459","516","432"
"08.01.2021 17:00 - 08.01.2021 18:00","0","0","0","390","407","369","448","512","418"
"08.01.2021 18:00 - 08.01.2021 19:00","0","0","0","330","365","406","434","498","411"
"08.01.2021 19:00 - 08.01.2021 20:00","0","0","0","333","366","486","430","462","418"
"08.01.2021 20:00 - 08.01.2021 21:00","0","0","0","302","368","423","418","438","411"
"08.01.2021 21:00 - 08.01.2021 22:00","0","0","0","256","362","300","385","402","361"
"08.01.2021 22:00 - 08.01.2021 23:00","0","0","0","214","330","225","341","364","348"
"08.01.2021 23:00 - 09.01.2021 00:00","0","0","0","203","277","166","323","339","317"
"09.01.2021 00:00 - 09.01.2021 01:00","0","N/A","0","257","N/A","141","314","N/A","309"
"09.01.2021 01:00 - 09.01.2021 02:00","0","N/A","0","224","N/A","138","297","N/A","271"
"09.01.2021 02:00 - 09.01.2021 03:00","0","N/A","0","202","N/A","133","258","N/A","238"
"09.01.2021 03:00 - 09.01.2021 04:00","0","N/A","0","179","N/A","91","207","N/A","179"
"09.01.2021 04:00 - 09.01.2021 05:00","0","N/A","0","148","N/A","138","174","N/A","174"
"09.01.2021 05:00 - 09.01.2021 06:00","0","N/A","0","112","N/A","118","148","N/A","133"
"09.01.2021 06:00 - 09.01.2021 07:00","0","N/A","0","74","N/A","64","130","N/A","106"
"09.01.2021 07:00 - 09.01.2021 08:00","0","N/A","0","58","N/A","42","106","N/A","78"
"09.01.2021 08:00 - 09.01.2021 09:00","0","0","0","38","28","26","82","54","54"
"09.01.2021 09:00 - 09.01.2021 10:00","12","14","14","19","17","8","60","46","46"
"09.01.2021 10:00 - 09.01.2021 11:00","41","49","33","13","9","2","42","28","19"
"09.01.2021 11:00 - 09.01.2021 12:00","72","85","47","11","8","1","28","12","22"
"09.01.2021 12:00 - 09.01.2021 13:00","84","92","59","7","7","2","19","2","21"
"09.01.2021 13:00 - 09.01.2021 14:00","76","83","59","4","4","11","17","2","19"
"09.01.2021 14:00 - 09.01.2021 15:00","50","55","43","3","2","9","20","6","23"
"09.01.2021 15:00 - 09.01.2021 16:00","15","16","12","3","2","0","39","17","39"
"09.01.2021 16:00 - 09.01.2021 17:00","0","0","0","5","8","1","72","51","75"
"09.01.2021 17:00 - 09.01.2021 18:00","0","0","0","13","22","3","117","106","130"
"09.01.2021 18:00 - 09.01.2021 19:00","0","0","0","39","44","30","180","183","198"
"09.01.2021 19:00 - 09.01.2021 20:00","0","0","0","95","116","46","259","269","310"
"09.01.2021 20:00 - 09.01.2021 21:00","0","0","0","140","226","121","352","362","434"
"09.01.2021 21:00 - 09.01.2021 22:00","0","0","0","183","353","248","462","457","591"
"09.01.2021 22:00 - 09.01.2021 23:00","0","0","0","290","365","456","603","579","819"
"09.01.2021 23:00 - 10.01.2021 00:00","0","0","0","450","474","601","779","764","989"
"10.01.2021 00:00 - 10.01.2021 01:00","0","N/A","0","553","N/A","713","1004","N/A","1251"
"10.01.2021 01:00 - 10.01.2021 02:00","0","N/A","0","699","N/A","727","1195","N/A","1442"
"10.01.2021 02:00 - 10.01.2021 03:00","0","N/A","0","802","N/A","813","1382","N/A","1637"
"10.01.2021 03:00 - 10.01.2021 04:00","0","N/A","0","884","N/A","933","1390","N/A","1675"
"10.01.2021 04:00 - 10.01.2021 05:00","0","N/A","0","919","N/A","1067","1385","N/A","1904"
"10.01.2021 05:00 - 10.01.2021 06:00","0","N/A","0","914","N/A","1047","1316","N/A","1966"
"10.01.2021 06:00 - 10.01.2021 07:00","0","N/A","0","894","N/A","1109","1186","N/A","1765"
"10.01.2021 07:00 - 10.01.2021 08:00","0","N/A","0","884","N/A","1067","973","N/A","1202"
"10.01.2021 08:00 - 10.01.2021 09:00","0","0","0","737","847","844","778","871","871"
"10.01.2021 09:00 - 10.01.2021 10:00","10","9","10","522","614","520","611","715","753"
"10.01.2021 10:00 - 10.01.2021 11:00","35","31","28","462","487","373","550","649","541"
"10.01.2021 11:00 - 10.01.2021 12:00","60","59","61","454","397","353","469","579","470"
"10.01.2021 12:00 - 10.01.2021 13:00","73","74","82","425","352","267","426","513","483"
"10.01.2021 13:00 - 10.01.2021 14:00","69","71","74","381","283","241","423","461","469"
"10.01.2021 14:00 - 10.01.2021 15:00","45","50","50","316","259","182","428","428","400"
"10.01.2021 15:00 - 10.01.2021 16:00","14","15","16","307","255","255","415","416","390"
"10.01.2021 16:00 - 10.01.2021 17:00","0","0","0","353","268","194","474","433","383"
"10.01.2021 17:00 - 10.01.2021 18:00","0","0","0","361","268","246","472","419","265"
"10.01.2021 18:00 - 10.01.2021 19:00","0","0","0","356","257","210","473","433","320"
"10.01.2021 19:00 - 10.01.2021 20:00","0","0","0","376","258","301","507","453","421"
"10.01.2021 20:00 - 10.01.2021 21:00","0","0","0","429","327","227","566","512","538"
"10.01.2021 21:00 - 10.01.2021 22:00","0","0","0","492","414","318","633","592","604"
"10.01.2021 22:00 - 10.01.2021 23:00","0","0","0","609","497","327","696","633","665"
"10.01.2021 23:00 - 11.01.2021 00:00","0","0","0","741","555","440","836","681","761"
"11.01.2021 00:00 - 11.01.2021 01:00","0","N/A","0","655","N/A","648","716","N/A","795"
"11.01.2021 01:00 - 11.01.2021 02:00","0","N/A","0","832","N/A","729","833","N/A","751"
"11.01.2021 02:00 - 11.01.2021 03:00","0","N/A","0","900","N/A","812","1144","N/A","894"
"11.01.2021 03:00 - 11.01.2021 04:00","0","N/A","0","940","N/A","984","1375","N/A","1030"
"11.01.2021 04:00 - 11.01.2021 05:00","0","N/A","0","943","N/A","1054","1611","N/A","951"
"11.01.2021 05:00 - 11.01.2021 06:00","0","N/A","0","937","N/A","1064","1906","N/A","1142"
"11.01.2021 06:00 - 11.01.2021 07:00","0","N/A","0","968","N/A","897","2030","N/A","1168"
"11.01.2021 07:00 - 11.01.2021 08:00","0","N/A","0","1005","N/A","1123","2044","N/A","1682"
"11.01.2021 08:00 - 11.01.2021 09:00","0","0","0","1004","1089","1074","2112","1942","1942"
"11.01.2021 09:00 - 11.01.2021 10:00","3","4","5","1012","1093","1076","2170","2159","1992"
"11.01.2021 10:00 - 11.01.2021 11:00","11","13","17","1021","1109","1114","2197","2218","2026"
"11.01.2021 11:00 - 11.01.2021 12:00","17","21","32","1017","1099","1102","2338","2319","2173"
"11.01.2021 12:00 - 11.01.2021 13:00","19","25","35","1023","1097","1113","2343","2286","2253"
"11.01.2021 13:00 - 11.01.2021 14:00","17","21","37","1010","1078","1073","2376","2377","2241"
"11.01.2021 14:00 - 11.01.2021 15:00","11","12","16","1013","1064","1077","2390","2439","1959"
"11.01.2021 15:00 - 11.01.2021 16:00","3","3","3","1012","1060","1078","2312","2424","1867"
"11.01.2021 16:00 - 11.01.2021 17:00","0","0","0","1037","1090","1093","2416","2573","1981"
"11.01.2021 17:00 - 11.01.2021 18:00","0","0","0","1027","1095","1081","2086","2384","2037"
"11.01.2021 18:00 - 11.01.2021 19:00","0","0","0","1020","1069","1083","1790","2009","2140"
"11.01.2021 19:00 - 11.01.2021 20:00","0","0","0","1025","1017","1095","1651","1722","1782"
"11.01.2021 20:00 - 11.01.2021 21:00","0","0","0","999","974","1080","1488","1566","1897"
"11.01.2021 21:00 - 11.01.2021 22:00","0","0","0","856","802","1080","1360","1367","1688"
"11.01.2021 22:00 - 11.01.2021 23:00","0","0","0","734","762","1106","1223","1214","1276"
"11.01.2021 23:00 - 12.01.2021 00:00","0","0","0","673","791","1014","1023","1087","1430"
"12.01.2021 00:00 - 12.01.2021 01:00","0","N/A","0","928","N/A","856","1474","N/A","1199"
"12.01.2021 01:00 - 12.01.2021 02:00","0","N/A","0","872","N/A","1033","1385","N/A","1050"
"12.01.2021 02:00 - 12.01.2021 03:00","0","N/A","0","775","N/A","887","1261","N/A","653"
"12.01.2021 03:00 - 12.01.2021 04:00","0","N/A","0","710","N/A","725","1097","N/A","442"
"12.01.2021 04:00 - 12.01.2021 05:00","0","N/A","0","722","N/A","741","916","N/A","497"
"12.01.2021 05:00 - 12.01.2021 06:00","0","N/A","0","713","N/A","724","727","N/A","429"
"12.01.2021 06:00 - 12.01.2021 07:00","0","N/A","0","770","N/A","470","737","N/A","451"
"12.01.2021 07:00 - 12.01.2021 08:00","0","N/A","0","840","N/A","694","760","N/A","588"
"12.01.2021 08:00 - 12.01.2021 09:00","1","1","1","825","789","774","805","774","774"
"12.01.2021 09:00 - 12.01.2021 10:00","20","22","22","813","798","839","979","874","587"
"12.01.2021 10:00 - 12.01.2021 11:00","62","57","65","851","760","805","1174","956","649"
"12.01.2021 11:00 - 12.01.2021 12:00","101","88","84","906","785","740","1471","1132","909"
"12.01.2021 12:00 - 12.01.2021 13:00","116","106","120","979","909","798","1669","1351","1068"
"12.01.2021 13:00 - 12.01.2021 14:00","105","101","109","994","971","1056","1840","1441","1213"
"12.01.2021 14:00 - 12.01.2021 15:00","70","71","94","973","982","1055","2007","1585","1430"
"12.01.2021 15:00 - 12.01.2021 16:00","22","24","31","931","964","1063","2035","1732","1504"
"12.01.2021 16:00 - 12.01.2021 17:00","0","0","1","952","927","1052","2185","1920","1768"
"12.01.2021 17:00 - 12.01.2021 18:00","0","0","0","955","945","1053","2147","1959","1972"
"12.01.2021 18:00 - 12.01.2021 19:00","0","0","0","962","976","1099","2007","1909","2018"
"12.01.2021 19:00 - 12.01.2021 20:00","0","0","0","940","917","1060","2093","1958","2172"
