"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DK1","Generation - Solar  [MW] Intraday / BZN|DK1","Generation - Solar  [MW] Current / BZN|DK1","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore  [MW] Intraday / BZN|DK1","Generation - Wind Offshore  [MW] Current / BZN|DK1","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore  [MW] Intraday / BZN|DK1","Generation - Wind Onshore  [MW] Current / BZN|DK1"
"25.01.2021 12:00 - 25.01.2021 13:00","97","91","134","75","97","50","194","235","124"
"25.01.2021 13:00 - 25.01.2021 14:00","103","87","120","71","91","27","164","222","102"
"25.01.2021 14:00 - 25.01.2021 15:00","83","65","106","91","84","66","148","204","99"
"25.01.2021 15:00 - 25.01.2021 16:00","39","29","42","85","73","24","132","193","80"
"25.01.2021 16:00 - 25.01.2021 17:00","4","3","9","62","72","41","108","168","81"
"25.01.2021 17:00 - 25.01.2021 18:00","0","0","1","44","71","99","98","155","71"
"25.01.2021 18:00 - 25.01.2021 19:00","0","0","0","36","77","70","97","124","79"
"25.01.2021 19:00 - 25.01.2021 20:00","0","0","0","30","64","61","89","87","56"
"25.01.2021 20:00 - 25.01.2021 21:00","0","0","0","40","52","42","85","72","38"
"25.01.2021 21:00 - 25.01.2021 22:00","0","0","0","56","53","17","79","64","39"
"25.01.2021 22:00 - 25.01.2021 23:00","0","0","0","56","51","14","72","60","31"
"25.01.2021 23:00 - 26.01.2021 00:00","0","0","0","77","49","8","64","61","39"
"26.01.2021 00:00 - 26.01.2021 01:00","0","N/A","0","64","N/A","11","69","N/A","36"
"26.01.2021 01:00 - 26.01.2021 02:00","0","N/A","0","70","N/A","18","74","N/A","48"
"26.01.2021 02:00 - 26.01.2021 03:00","0","N/A","0","77","N/A","75","79","N/A","77"
"26.01.2021 03:00 - 26.01.2021 04:00","0","N/A","0","76","N/A","50","97","N/A","98"
"26.01.2021 04:00 - 26.01.2021 05:00","0","N/A","0","131","N/A","175","119","N/A","152"
"26.01.2021 05:00 - 26.01.2021 06:00","0","N/A","0","259","N/A","401","143","N/A","113"
"26.01.2021 06:00 - 26.01.2021 07:00","0","N/A","0","371","N/A","492","201","N/A","159"
"26.01.2021 07:00 - 26.01.2021 08:00","0","N/A","0","452","N/A","675","248","N/A","188"
"26.01.2021 08:00 - 26.01.2021 09:00","4","4","4","421","680","674","256","211","211"
"26.01.2021 09:00 - 26.01.2021 10:00","35","38","31","402","620","555","268","222","209"
"26.01.2021 10:00 - 26.01.2021 11:00","75","79","100","375","589","503","259","227","255"
"26.01.2021 11:00 - 26.01.2021 12:00","116","122","214","306","534","272","272","252","210"
"26.01.2021 12:00 - 26.01.2021 13:00","136","140","253","339","510","504","307","303","166"
"26.01.2021 13:00 - 26.01.2021 14:00","130","133","237","367","475","326","304","302","107"
"26.01.2021 14:00 - 26.01.2021 15:00","103","103","161","418","446","339","326","319","188"
"26.01.2021 15:00 - 26.01.2021 16:00","50","50","67","389","384","303","365","337","229"
"26.01.2021 16:00 - 26.01.2021 17:00","6","6","9","386","358","280","384","335","272"
"26.01.2021 17:00 - 26.01.2021 18:00","0","0","0","299","312","260","408","344","390"
"26.01.2021 18:00 - 26.01.2021 19:00","0","0","0","260","258","154","438","357","441"
"26.01.2021 19:00 - 26.01.2021 20:00","0","0","0","278","185","155","444","323","434"
"26.01.2021 20:00 - 26.01.2021 21:00","0","0","0","298","189","178","460","316","455"
"26.01.2021 21:00 - 26.01.2021 22:00","0","0","0","339","217","211","473","322","422"
"26.01.2021 22:00 - 26.01.2021 23:00","0","0","0","349","232","238","453","343","558"
"26.01.2021 23:00 - 27.01.2021 00:00","0","0","0","318","237","234","434","406","599"
"27.01.2021 00:00 - 27.01.2021 01:00","0","N/A","0","257","N/A","271","487","N/A","569"
"27.01.2021 01:00 - 27.01.2021 02:00","0","N/A","0","325","N/A","277","464","N/A","487"
"27.01.2021 02:00 - 27.01.2021 03:00","0","N/A","0","331","N/A","364","436","N/A","483"
"27.01.2021 03:00 - 27.01.2021 04:00","0","N/A","0","307","N/A","317","390","N/A","437"
"27.01.2021 04:00 - 27.01.2021 05:00","0","N/A","0","270","N/A","229","346","N/A","423"
"27.01.2021 05:00 - 27.01.2021 06:00","0","N/A","0","213","N/A","277","282","N/A","343"
"27.01.2021 06:00 - 27.01.2021 07:00","0","N/A","0","179","N/A","368","242","N/A","306"
"27.01.2021 07:00 - 27.01.2021 08:00","0","N/A","0","168","N/A","188","208","N/A","355"
"27.01.2021 08:00 - 27.01.2021 09:00","2","2","2","192","157","150","194","284","284"
"27.01.2021 09:00 - 27.01.2021 10:00","18","20","14","280","174","285","187","274","318"
"27.01.2021 10:00 - 27.01.2021 11:00","38","40","27","388","270","607","186","271","309"
"27.01.2021 11:00 - 27.01.2021 12:00","49","60","53","331","304","453","193","265","301"
"27.01.2021 12:00 - 27.01.2021 13:00","47","59","44","225","264","486","173","250","296"
"27.01.2021 13:00 - 27.01.2021 14:00","35","44","37","203","206","365","203","250","278"
"27.01.2021 14:00 - 27.01.2021 15:00","22","27","20","148","146","251","186","226","268"
"27.01.2021 15:00 - 27.01.2021 16:00","9","9","9","132","93","214","174","215","228"
"27.01.2021 16:00 - 27.01.2021 17:00","1","1","1","105","66","278","185","208","219"
"27.01.2021 17:00 - 27.01.2021 18:00","0","0","0","103","51","235","202","221","230"
"27.01.2021 18:00 - 27.01.2021 19:00","0","0","0","184","74","118","210","204","209"
"27.01.2021 19:00 - 27.01.2021 20:00","0","0","0","268","121","145","225","162","250"
"27.01.2021 20:00 - 27.01.2021 21:00","0","0","0","285","235","125","255","168","280"
"27.01.2021 21:00 - 27.01.2021 22:00","0","0","0","277","340","159","301","210","355"
"27.01.2021 22:00 - 27.01.2021 23:00","0","0","0","265","348","407","342","268","409"
"27.01.2021 23:00 - 28.01.2021 00:00","0","0","0","267","320","329","358","309","453"
"28.01.2021 00:00 - 28.01.2021 01:00","0","N/A","0","251","N/A","317","332","N/A","443"
"28.01.2021 01:00 - 28.01.2021 02:00","0","N/A","0","240","N/A","313","337","N/A","453"
"28.01.2021 02:00 - 28.01.2021 03:00","0","N/A","0","282","N/A","310","311","N/A","444"
"28.01.2021 03:00 - 28.01.2021 04:00","0","N/A","0","281","N/A","372","271","N/A","376"
"28.01.2021 04:00 - 28.01.2021 05:00","0","N/A","0","247","N/A","317","228","N/A","408"
"28.01.2021 05:00 - 28.01.2021 06:00","0","N/A","0","257","N/A","350","177","N/A","337"
"28.01.2021 06:00 - 28.01.2021 07:00","0","N/A","0","232","N/A","264","156","N/A","284"
"28.01.2021 07:00 - 28.01.2021 08:00","0","N/A","0","208","N/A","244","129","N/A","197"
"28.01.2021 08:00 - 28.01.2021 09:00","7","7","7","151","190","196","100","143","143"
"28.01.2021 09:00 - 28.01.2021 10:00","60","54","42","118","180","222","84","106","116"
"28.01.2021 10:00 - 28.01.2021 11:00","126","115","76","89","181","202","67","99","134"
"28.01.2021 11:00 - 28.01.2021 12:00","165","157","131","89","169","192","52","120","141"
"28.01.2021 12:00 - 28.01.2021 13:00","173","166","216","85","190","260","41","106","111"
"28.01.2021 13:00 - 28.01.2021 14:00","151","147","199","71","197","258","40","120","113"
"28.01.2021 14:00 - 28.01.2021 15:00","113","113","150","56","181","241","34","96","128"
"28.01.2021 15:00 - 28.01.2021 16:00","54","55","65","55","178","228","27","71","77"
"28.01.2021 16:00 - 28.01.2021 17:00","6","6","7","47","179","198","24","62","66"
"28.01.2021 17:00 - 28.01.2021 18:00","0","0","1","37","159","225","30","60","38"
"28.01.2021 18:00 - 28.01.2021 19:00","0","0","0","44","168","200","33","51","37"
"28.01.2021 19:00 - 28.01.2021 20:00","0","0","0","61","160","155","35","40","31"
"28.01.2021 20:00 - 28.01.2021 21:00","0","0","0","79","145","148","40","36","29"
"28.01.2021 21:00 - 28.01.2021 22:00","0","0","0","95","120","148","46","34","40"
"28.01.2021 22:00 - 28.01.2021 23:00","0","0","0","95","93","176","55","37","58"
"28.01.2021 23:00 - 29.01.2021 00:00","0","0","0","87","129","215","65","42","67"
"29.01.2021 00:00 - 29.01.2021 01:00","0","N/A","0","187","N/A","263","58","N/A","74"
"29.01.2021 01:00 - 29.01.2021 02:00","0","N/A","0","212","N/A","379","82","N/A","104"
"29.01.2021 02:00 - 29.01.2021 03:00","0","N/A","0","265","N/A","421","117","N/A","152"
"29.01.2021 03:00 - 29.01.2021 04:00","0","N/A","0","315","N/A","536","168","N/A","211"
"29.01.2021 04:00 - 29.01.2021 05:00","0","N/A","0","387","N/A","599","224","N/A","246"
"29.01.2021 05:00 - 29.01.2021 06:00","0","N/A","0","501","N/A","688","302","N/A","333"
"29.01.2021 06:00 - 29.01.2021 07:00","0","N/A","0","569","N/A","754","407","N/A","463"
"29.01.2021 07:00 - 29.01.2021 08:00","0","N/A","0","620","N/A","791","459","N/A","584"
"29.01.2021 08:00 - 29.01.2021 09:00","5","6","6","635","789","788","487","728","728"
"29.01.2021 09:00 - 29.01.2021 10:00","41","46","34","639","793","800","518","724","753"
"29.01.2021 10:00 - 29.01.2021 11:00","85","92","46","655","807","884","525","696","738"
"29.01.2021 11:00 - 29.01.2021 12:00","115","126","78","556","746","826","534","689","729"
"29.01.2021 12:00 - 29.01.2021 13:00","116","135","95","467","710","749","524","696","729"
"29.01.2021 13:00 - 29.01.2021 14:00","94","119","85","430","671","713","518","686","811"
"29.01.2021 14:00 - 29.01.2021 15:00","60","76","68","433","661","672","510","676","841"
"29.01.2021 15:00 - 29.01.2021 16:00","24","30","29","436","686","646","502","661","900"
"29.01.2021 16:00 - 29.01.2021 17:00","3","4","6","422","689","517","502","651","748"
"29.01.2021 17:00 - 29.01.2021 18:00","0","0","1","409","672","398","528","659","859"
"29.01.2021 18:00 - 29.01.2021 19:00","0","0","0","404","622","447","503","591","771"
"29.01.2021 19:00 - 29.01.2021 20:00","0","0","0","360","531","398","438","504","569"
"29.01.2021 20:00 - 29.01.2021 21:00","0","0","0","331","459","341","367","443","446"
"29.01.2021 21:00 - 29.01.2021 22:00","0","0","0","305","390","324","321","398","382"
"29.01.2021 22:00 - 29.01.2021 23:00","0","0","0","244","337","242","302","374","315"
"29.01.2021 23:00 - 30.01.2021 00:00","0","0","0","222","322","190","302","364","232"
"30.01.2021 00:00 - 30.01.2021 01:00","0","N/A","0","238","N/A","177","434","N/A","172"
"30.01.2021 01:00 - 30.01.2021 02:00","0","N/A","0","209","N/A","117","417","N/A","154"
"30.01.2021 02:00 - 30.01.2021 03:00","0","N/A","0","163","N/A","75","394","N/A","121"
"30.01.2021 03:00 - 30.01.2021 04:00","0","N/A","0","136","N/A","56","344","N/A","133"
"30.01.2021 04:00 - 30.01.2021 05:00","0","N/A","0","129","N/A","85","272","N/A","127"
"30.01.2021 05:00 - 30.01.2021 06:00","0","N/A","0","145","N/A","113","195","N/A","134"
"30.01.2021 06:00 - 30.01.2021 07:00","0","N/A","0","124","N/A","89","168","N/A","149"
"30.01.2021 07:00 - 30.01.2021 08:00","0","N/A","0","94","N/A","38","142","N/A","168"
"30.01.2021 08:00 - 30.01.2021 09:00","10","11","11","63","16","20","125","174","174"
"30.01.2021 09:00 - 30.01.2021 10:00","67","72","58","41","30","68","127","186","217"
"30.01.2021 10:00 - 30.01.2021 11:00","128","137","112","40","40","77","139","214","280"
"30.01.2021 11:00 - 30.01.2021 12:00","158","170","198","41","44","110","193","267","379"
"30.01.2021 12:00 - 30.01.2021 13:00","159","179","254","60","80","173","279","355","464"
"30.01.2021 13:00 - 30.01.2021 14:00","132","151","185","117","151","265","360","393","628"
"30.01.2021 14:00 - 30.01.2021 15:00","104","104","129","265","228","370","437","424","702"
"30.01.2021 15:00 - 30.01.2021 16:00","53","48","58","471","296","441","494","447","586"
"30.01.2021 16:00 - 30.01.2021 17:00","8","7","12","587","356","515","555","413","443"
"30.01.2021 17:00 - 30.01.2021 18:00","0","0","1","592","377","496","589","397","475"
"30.01.2021 18:00 - 30.01.2021 19:00","0","0","0","531","345","625","593","383","465"
"30.01.2021 19:00 - 30.01.2021 20:00","0","0","0","465","267","414","580","345","376"
"30.01.2021 20:00 - 30.01.2021 21:00","0","0","0","444","207","328","588","347","363"
"30.01.2021 21:00 - 30.01.2021 22:00","0","0","0","451","214","347","641","368","435"
"30.01.2021 22:00 - 30.01.2021 23:00","0","0","0","460","260","488","712","437","468"
"30.01.2021 23:00 - 31.01.2021 00:00","0","0","0","477","284","445","803","562","609"
"31.01.2021 00:00 - 31.01.2021 01:00","0","N/A","0","514","N/A","595","560","N/A","652"
"31.01.2021 01:00 - 31.01.2021 02:00","0","N/A","0","531","N/A","482","634","N/A","692"
"31.01.2021 02:00 - 31.01.2021 03:00","0","N/A","0","521","N/A","480","690","N/A","713"
"31.01.2021 03:00 - 31.01.2021 04:00","0","N/A","0","481","N/A","513","679","N/A","742"
"31.01.2021 04:00 - 31.01.2021 05:00","0","N/A","0","495","N/A","440","664","N/A","864"
"31.01.2021 05:00 - 31.01.2021 06:00","0","N/A","0","438","N/A","497","656","N/A","839"
"31.01.2021 06:00 - 31.01.2021 07:00","0","N/A","0","413","N/A","544","683","N/A","871"
"31.01.2021 07:00 - 31.01.2021 08:00","0","N/A","0","443","N/A","599","634","N/A","817"
"31.01.2021 08:00 - 31.01.2021 09:00","11","12","12","439","461","458","607","848","848"
"31.01.2021 09:00 - 31.01.2021 10:00","72","76","54","397","409","410","617","752","700"
"31.01.2021 10:00 - 31.01.2021 11:00","139","143","95","351","349","339","602","681","544"
"31.01.2021 11:00 - 31.01.2021 12:00","180","185","203","296","272","368","643","659","519"
"31.01.2021 12:00 - 31.01.2021 13:00","195","200","270","270","247","305","705","714","477"
"31.01.2021 13:00 - 31.01.2021 14:00","173","173","232","231","219","249","637","621","387"
"31.01.2021 14:00 - 31.01.2021 15:00","129","123","186","232","185","180","517","540","421"
"31.01.2021 15:00 - 31.01.2021 16:00","62","58","79","231","155","202","430","457","367"
"31.01.2021 16:00 - 31.01.2021 17:00","9","9","17","200","126","112","373","378","206"
"31.01.2021 17:00 - 31.01.2021 18:00","0","0","1","176","89","104","348","331","123"
"31.01.2021 18:00 - 31.01.2021 19:00","0","0","0","167","72","51","350","284","111"
"31.01.2021 19:00 - 31.01.2021 20:00","0","0","0","147","53","32","336","225","109"
"31.01.2021 20:00 - 31.01.2021 21:00","0","0","0","135","43","28","314","222","133"
"31.01.2021 21:00 - 31.01.2021 22:00","0","0","0","138","51","21","320","247","200"
"31.01.2021 22:00 - 31.01.2021 23:00","0","0","0","148","64","43","330","289","272"
"31.01.2021 23:00 - 01.02.2021 00:00","0","0","0","196","88","29","348","338","381"
"01.02.2021 00:00 - 01.02.2021 01:00","0","N/A","0","39","N/A","28","223","N/A","415"
"01.02.2021 01:00 - 01.02.2021 02:00","0","N/A","0","45","N/A","69","236","N/A","507"
"01.02.2021 02:00 - 01.02.2021 03:00","0","N/A","0","69","N/A","146","255","N/A","524"
"01.02.2021 03:00 - 01.02.2021 04:00","0","N/A","0","124","N/A","156","260","N/A","456"
"01.02.2021 04:00 - 01.02.2021 05:00","0","N/A","0","170","N/A","128","244","N/A","411"
"01.02.2021 05:00 - 01.02.2021 06:00","0","N/A","0","156","N/A","168","204","N/A","340"
"01.02.2021 06:00 - 01.02.2021 07:00","0","N/A","0","139","N/A","131","197","N/A","308"
"01.02.2021 07:00 - 01.02.2021 08:00","0","N/A","0","128","N/A","172","173","N/A","248"
"01.02.2021 08:00 - 01.02.2021 09:00","10","9","9","112","227","222","142","260","260"
"01.02.2021 09:00 - 01.02.2021 10:00","62","56","42","93","231","261","128","252","226"
"01.02.2021 10:00 - 01.02.2021 11:00","123","100","72","88","209","203","122","249","211"
"01.02.2021 11:00 - 01.02.2021 12:00","166","141","168","85","193","173","123","251","193"
"01.02.2021 12:00 - 01.02.2021 13:00","182","161","238","82","162","212","109","244","150"
"01.02.2021 13:00 - 01.02.2021 14:00","166","149","236","74","137","257","111","234","126"
"01.02.2021 14:00 - 01.02.2021 15:00","130","116","196","61","114","139","104","213","133"
"01.02.2021 15:00 - 01.02.2021 16:00","66","61","105","56","112","128","103","192","133"
"01.02.2021 16:00 - 01.02.2021 17:00","10","9","21","57","97","85","110","190","137"
"01.02.2021 17:00 - 01.02.2021 18:00","0","0","1","58","80","120","133","214","188"
"01.02.2021 18:00 - 01.02.2021 19:00","0","0","0","71","90","169","152","206","218"
"01.02.2021 19:00 - 01.02.2021 20:00","0","0","0","72","97","99","154","148","214"
"01.02.2021 20:00 - 01.02.2021 21:00","0","0","0","78","118","87","136","105","174"
"01.02.2021 21:00 - 01.02.2021 22:00","0","0","0","75","122","95","118","83","147"
"01.02.2021 22:00 - 01.02.2021 23:00","0","0","0","54","80","42","107","61","101"
"01.02.2021 23:00 - 02.02.2021 00:00","0","0","0","44","26","5","104","49","52"
"02.02.2021 00:00 - 02.02.2021 01:00","0","N/A","0","36","N/A","2","97","N/A","35"
"02.02.2021 01:00 - 02.02.2021 02:00","0","N/A","0","35","N/A","8","101","N/A","28"
"02.02.2021 02:00 - 02.02.2021 03:00","0","N/A","0","24","N/A","1","110","N/A","43"
"02.02.2021 03:00 - 02.02.2021 04:00","0","N/A","0","19","N/A","0","126","N/A","41"
"02.02.2021 04:00 - 02.02.2021 05:00","0","N/A","0","21","N/A","1","118","N/A","40"
"02.02.2021 05:00 - 02.02.2021 06:00","0","N/A","0","20","N/A","4","79","N/A","41"
"02.02.2021 06:00 - 02.02.2021 07:00","0","N/A","0","15","N/A","13","67","N/A","76"
"02.02.2021 07:00 - 02.02.2021 08:00","0","N/A","0","17","N/A","68","78","N/A","79"
"02.02.2021 08:00 - 02.02.2021 09:00","11","12","12","27","77","77","74","131","131"
"02.02.2021 09:00 - 02.02.2021 10:00","62","68","58","49","82","85","78","147","114"
"02.02.2021 10:00 - 02.02.2021 11:00","121","126","87","58","75","88","87","156","82"
"02.02.2021 11:00 - 02.02.2021 12:00","167","170","136","62","80","116","98","172","70"
"02.02.2021 12:00 - 02.02.2021 13:00","190","186","144","64","99","73","116","186","93"
"02.02.2021 13:00 - 02.02.2021 14:00","177","170","148","75","108","108","122","190","98"
"02.02.2021 14:00 - 02.02.2021 15:00","131","126","106","85","118","97","149","218","106"
"02.02.2021 15:00 - 02.02.2021 16:00","68","61","57","98","170","131","160","264","126"
"02.02.2021 16:00 - 02.02.2021 17:00","13","11","8","121","217","170","183","294","165"
"02.02.2021 17:00 - 02.02.2021 18:00","0","0","0","189","262","199","249","339","241"
"02.02.2021 18:00 - 02.02.2021 19:00","0","0","0","254","323","325","311","401","298"
"02.02.2021 19:00 - 02.02.2021 20:00","0","0","0","288","345","321","350","425","317"
"02.02.2021 20:00 - 02.02.2021 21:00","0","0","0","317","358","333","388","461","361"
"02.02.2021 21:00 - 02.02.2021 22:00","0","0","0","328","368","401","418","493","380"
"02.02.2021 22:00 - 02.02.2021 23:00","0","0","0","338","381","474","423","495","426"
"02.02.2021 23:00 - 03.02.2021 00:00","0","0","0","351","414","440","437","500","468"
"03.02.2021 00:00 - 03.02.2021 01:00","0","N/A","0","497","N/A","561","496","N/A","512"
"03.02.2021 01:00 - 03.02.2021 02:00","0","N/A","0","543","N/A","592","552","N/A","577"
"03.02.2021 02:00 - 03.02.2021 03:00","0","N/A","0","619","N/A","745","634","N/A","640"
"03.02.2021 03:00 - 03.02.2021 04:00","0","N/A","0","678","N/A","793","750","N/A","751"
"03.02.2021 04:00 - 03.02.2021 05:00","0","N/A","0","685","N/A","819","836","N/A","864"
"03.02.2021 05:00 - 03.02.2021 06:00","0","N/A","0","740","N/A","953","890","N/A","942"
"03.02.2021 06:00 - 03.02.2021 07:00","0","N/A","0","806","N/A","1004","1036","N/A","1227"
"03.02.2021 07:00 - 03.02.2021 08:00","0","N/A","0","871","N/A","1074","1193","N/A","1513"
"03.02.2021 08:00 - 03.02.2021 09:00","5","6","6","913","1043","1043","1233","1655","1655"
"03.02.2021 09:00 - 03.02.2021 10:00","26","32","23","902","1045","1078","1330","1722","1806"
"03.02.2021 10:00 - 03.02.2021 11:00","46","54","37","933","1049","1062","1458","1778","2011"
"03.02.2021 11:00 - 03.02.2021 12:00","66","69","53","947","1023","1060","1608","1888","2146"
"03.02.2021 12:00 - 03.02.2021 13:00","75","74","52","971","1040","1083","1679","1963","2199"
"03.02.2021 13:00 - 03.02.2021 14:00","59","61","45","988","1070","1106","1707","1967","2320"
"03.02.2021 14:00 - 03.02.2021 15:00","39","50","42","984","1079","1091","1753","2020","2418"
"03.02.2021 15:00 - 03.02.2021 16:00","20","33","24","1011","1097","1098","1901","2147","2586"
"03.02.2021 16:00 - 03.02.2021 17:00","4","7","5","1013","1097","1089","2031","2247","2709"
"03.02.2021 17:00 - 03.02.2021 18:00","0","0","0","1038","1117","1109","2205","2377","2871"
"03.02.2021 18:00 - 03.02.2021 19:00","0","0","0","1033","1087","1087","2257","2369","2714"
"03.02.2021 19:00 - 03.02.2021 20:00","0","0","0","999","1023","1066","2216","2279","2728"
"03.02.2021 20:00 - 03.02.2021 21:00","0","0","0","1003","1015","1079","2259","2380","2772"
"03.02.2021 21:00 - 03.02.2021 22:00","0","0","0","1001","1016","1094","2305","2475","2772"
"03.02.2021 22:00 - 03.02.2021 23:00","0","0","0","974","1000","1068","2244","2424","2688"
"03.02.2021 23:00 - 04.02.2021 00:00","0","0","0","969","994","1076","2183","2376","2651"
"04.02.2021 00:00 - 04.02.2021 01:00","0","N/A","0","1060","N/A","1086","2271","N/A","2568"
"04.02.2021 01:00 - 04.02.2021 02:00","0","N/A","0","1065","N/A","1093","2215","N/A","2433"
"04.02.2021 02:00 - 04.02.2021 03:00","0","N/A","0","1069","N/A","1076","2136","N/A","2402"
"04.02.2021 03:00 - 04.02.2021 04:00","0","N/A","0","1048","N/A","1074","2098","N/A","2364"
"04.02.2021 04:00 - 04.02.2021 05:00","0","N/A","0","966","N/A","1024","1971","N/A","2339"
"04.02.2021 05:00 - 04.02.2021 06:00","0","N/A","0","942","N/A","1050","1686","N/A","2048"
"04.02.2021 06:00 - 04.02.2021 07:00","0","N/A","0","923","N/A","1027","1523","N/A","1874"
"04.02.2021 07:00 - 04.02.2021 08:00","0","N/A","0","946","N/A","1020","1378","N/A","1579"
"04.02.2021 08:00 - 04.02.2021 09:00","12","13","13","914","940","933","1143","1337","1337"
"04.02.2021 09:00 - 04.02.2021 10:00","65","70","49","866","920","909","1051","1245","1376"
"04.02.2021 10:00 - 04.02.2021 11:00","118","135","67","814","892","825","994","1145","1194"
"04.02.2021 11:00 - 04.02.2021 12:00","163","188","88","735","806","680","951","1092","1182"
"04.02.2021 12:00 - 04.02.2021 13:00","175","194","102","655","737","692","866","979","1090"
"04.02.2021 13:00 - 04.02.2021 14:00","157","164","110","605","684","663","789","884","1056"
"04.02.2021 14:00 - 04.02.2021 15:00","118","119","97","580","636","596","745","824","1055"
"04.02.2021 15:00 - 04.02.2021 16:00","64","67","62","565","641","612","699","820","1001"
"04.02.2021 16:00 - 04.02.2021 17:00","13","15","14","557","644","529","668","795","930"
"04.02.2021 17:00 - 04.02.2021 18:00","0","0","0","554","675","604","692","762","955"
"04.02.2021 18:00 - 04.02.2021 19:00","0","0","0","576","664","641","710","747","945"
"04.02.2021 19:00 - 04.02.2021 20:00","0","0","0","575","631","766","692","697","960"
"04.02.2021 20:00 - 04.02.2021 21:00","0","0","0","583","645","772","689","714","965"
"04.02.2021 21:00 - 04.02.2021 22:00","0","0","0","597","649","743","729","741","945"
"04.02.2021 22:00 - 04.02.2021 23:00","0","0","0","574","591","708","709","740","907"
"04.02.2021 23:00 - 05.02.2021 00:00","0","0","0","584","592","599","727","799","999"
"05.02.2021 00:00 - 05.02.2021 01:00","0","N/A","0","682","N/A","584","910","N/A","1055"
"05.02.2021 01:00 - 05.02.2021 02:00","0","N/A","0","704","N/A","671","932","N/A","1170"
"05.02.2021 02:00 - 05.02.2021 03:00","0","N/A","0","712","N/A","689","1025","N/A","1278"
"05.02.2021 03:00 - 05.02.2021 04:00","0","N/A","0","734","N/A","792","1112","N/A","1372"
"05.02.2021 04:00 - 05.02.2021 05:00","0","N/A","0","728","N/A","741","1129","N/A","1361"
"05.02.2021 05:00 - 05.02.2021 06:00","0","N/A","0","733","N/A","794","1073","N/A","1273"
"05.02.2021 06:00 - 05.02.2021 07:00","0","N/A","0","749","N/A","829","1090","N/A","1334"
"05.02.2021 07:00 - 05.02.2021 08:00","0","N/A","0","796","N/A","841","1122","N/A","1332"
"05.02.2021 08:00 - 05.02.2021 09:00","12","15","15","812","842","842","1077","1364","1364"
"05.02.2021 09:00 - 05.02.2021 10:00","61","74","61","821","847","866","1097","1400","1427"
"05.02.2021 10:00 - 05.02.2021 11:00","114","140","115","793","854","855","1148","1445","1606"
"05.02.2021 11:00 - 05.02.2021 12:00","161","192","135","758","831","902","1255","1534","1764"
"05.02.2021 12:00 - 05.02.2021 13:00","173","200","137","753","832","883","1261","1534","1846"
"05.02.2021 13:00 - 05.02.2021 14:00","154","173","135","767","860","888","1227","1491","1909"
"05.02.2021 14:00 - 05.02.2021 15:00","115","126","98","791","867","859","1226","1461","1945"
"05.02.2021 15:00 - 05.02.2021 16:00","62","67","56","808","904","867","1249","1498","1988"
"05.02.2021 16:00 - 05.02.2021 17:00","14","15","16","821","922","854","1262","1519","1906"
"05.02.2021 17:00 - 05.02.2021 18:00","0","0","0","891","977","932","1351","1607","1927"
"05.02.2021 18:00 - 05.02.2021 19:00","0","0","0","932","995","948","1385","1649","1839"
"05.02.2021 19:00 - 05.02.2021 20:00","0","0","0","926","971","1066","1390","1631","1981"
"05.02.2021 20:00 - 05.02.2021 21:00","0","0","0","951","972","1094","1450","1727","2071"
"05.02.2021 21:00 - 05.02.2021 22:00","0","0","0","960","987","1092","1511","1815","2033"
"05.02.2021 22:00 - 05.02.2021 23:00","0","0","0","937","964","1084","1497","1807","1645"
"05.02.2021 23:00 - 06.02.2021 00:00","0","0","0","924","950","1092","1535","1848","1738"
"06.02.2021 00:00 - 06.02.2021 01:00","0","N/A","0","994","N/A","1117","1834","N/A","1836"
"06.02.2021 01:00 - 06.02.2021 02:00","0","N/A","0","1013","N/A","1088","1796","N/A","1940"
"06.02.2021 02:00 - 06.02.2021 03:00","0","N/A","0","1020","N/A","1090","1819","N/A","1995"
"06.02.2021 03:00 - 06.02.2021 04:00","0","N/A","0","1004","N/A","1099","1819","N/A","1876"
"06.02.2021 04:00 - 06.02.2021 05:00","0","N/A","0","921","N/A","1064","1778","N/A","1510"
"06.02.2021 05:00 - 06.02.2021 06:00","0","N/A","0","911","N/A","1085","1656","N/A","1867"
"06.02.2021 06:00 - 06.02.2021 07:00","0","N/A","0","895","N/A","1064","1623","N/A","1802"
"06.02.2021 07:00 - 06.02.2021 08:00","0","N/A","0","914","N/A","1069","1590","N/A","1867"
"06.02.2021 08:00 - 06.02.2021 09:00","21","21","21","934","1082","1079","1461","1817","1817"
"06.02.2021 09:00 - 06.02.2021 10:00","97","99","81","955","1084","1056","1418","1733","1734"
"06.02.2021 10:00 - 06.02.2021 11:00","178","180","170","951","1055","1051","1489","1762","1770"
"06.02.2021 11:00 - 06.02.2021 12:00","233","239","258","943","1011","1056","1634","1869","1566"
"06.02.2021 12:00 - 06.02.2021 13:00","241","252","293","969","995","1070","1672","1882","1614"
"06.02.2021 13:00 - 06.02.2021 14:00","215","218","290","968","990","968","1640","1820","1413"
"06.02.2021 14:00 - 06.02.2021 15:00","161","160","213","939","995","922","1575","1742","1768"
"06.02.2021 15:00 - 06.02.2021 16:00","90","88","122","939","1018","995","1545","1729","1644"
"06.02.2021 16:00 - 06.02.2021 17:00","22","21","39","933","1036","1035","1511","1698","1429"
